Id;Objeto;Fecha;Lugar emisión;Lugar recepción;Escribe a;Recibe de;año;Texto de la carta
1765;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1136#;;Sevilla;Sevilla;Lord Holland;;1809;Una carta de la Junta de Teruel del 20 corriente, referida a otra particular del alcalde de Almunia, asegura que Lazán y Doy le habían entrado en Zaragoza. Pide confirmación, pero es muy probable. Adiós, hasta la noche. Todo de usted Jovellanos.
1766;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1137#;;Sevilla;Sevilla;;Lord Holland;1809;"Le doy mil gracias, querido amigo y señor mío; espero que con sus amistades alcanzará su objeto el buen filósofo Bentham y, aunque no los lograse, por cierto se lisonjearía muchísimo de que usted se habría servido adelantarlos. Mañana esperamos tener el gusto de verle a la hora de comer, y como es día de carne, tal vez el canónigo no tendrá escrúpulo de acompañarle. Corren voces de la declaración de Austria con más particularidades que nunca; aun anuncian el día en que se verificó. Con todo, si no llega de oficio, no me atrevo a dejarme creer a lo que tanto deseamos. ¿Habrá[n] llegado los partes de los ejércitos? Y ¿hay alguna novedad? Tampoco sabemos si hay algo de Cádiz. Adiós, estimado amigo mío, y quedo su apasionado y obligado servidor Vassall Holland. Mil memorias de la parte de Milady."
1767;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1138#;;Sevilla;Mallorca;Conde de Ayamans;;1809;"Mi querido amigo: Mucho siento que usted no hubiese hallado ese terreno tan bien cultivado como esperaba y nos prometíamos. Difícil es por ahora poner el buen jefe que usted desea, porque los embrollones han logrado enredar al buen Heredia en un consejo de guerra, que dilatan para cubrir su propia vil conducta. Morla logró primero detener su ejército, que marchaba sobre Madrid, y luego soplar en él la insubordinación y dispersión, en que fueron primeros los oficiales. Estos, para concertar su fuga, se lanzaron contra los jefes. San Juan fue sacrificado en Talavera, y otro tanto le hubiera sucedido a Heredia, si no lograse venir por otro lado a presentarse. ¡Si viera usted cuánto hay de esto, y cuánto es difícil remediarlo! En su lugar de usted exigiría yo la atención de los golillas, y no flojamente. No sería difícil reconvenirlos desde hoy; pero el reparo que usted tiene en pedirlo debe ser mayor en mí para indicarlo. La rendición de Madrid y la traición del General Morla Pocos días después de llegar a Sevilla la Junta Suprema Gubernativa del Reino determina publicar una Gazeta del Gobierno, cuyo primer número, del 6 de enero de 1809, se dedica íntegramente al tema de la capitulación de Madrid, calificando al general Tomás de Morla con los peores adjetivos. Morla era gobernador de Cádiz cuando la batalla de Bailén, y como tal incumplió el art. 6. º de la capitulación, con la aquiescencia de la Junta Suprema de Sevilla: en vez de conducir a las tropas francesas en buques con tripulación española al puerto de Rochefort, las encerró en las fortalezas y en los pontones de la bahía de Cádiz. No era por ello la persona más cualificada para tratar de la capitulación de Madrid el 3 de diciembre de 1808. Pero indudablemente Morla quería congraciarse con el emperador, y por ello hizo en este sentido cuanto estuvo en sus manos. Firmada la capitulación, Napoleón, como era habitual, se olvidó de ella, y empezó a tomar decisiones, que molestaron mucho a su hermano José, hasta el punto de que éste le escribió la siguiente carta: «Señor: Urquijo me comunica las medidas legislativas tomadas por V.M. La vergüenza cubre mi frente delante de mis pretendidos súbditos. Suplico a V.M. admita mi renuncia a todos los derechos que me había dado al trono de España. «Preferiría siempre la honra y la probidad a un poder comprado a tanta costa. «A pesar de todo, seré siempre vuestro más afecto hermano, vuestro más tierno amigo. «Vuelvo a ser vuestro súbdito y espero vuestras órdenes para irme donde sea del agrado de V.M. - José.» Carta que honra a quien la redactó. El rey intruso hizo después al general Morla consejero de Estado. Merece la pena reproducir íntegro el n. º 1 de la Gazeta del Gobierno. Empieza con una introducción, en la que relata el traslado a Sevilla. Pasa después a la capitulación de Madrid. El párrafo es ya un tremendo juicio del gobernador general de la capital del reino. Sigue el texto de la capitulación y otro duro comentario del patriota redactor. Se añade la carta de Morla a Antonio Cornel, que ejercía las funciones de ministro de la Guerra en la Junta Central. Nuestras cosas no van bien, ni pueden, y cada día confirman mis pronósticos, que no ceso de pronunciar. Cada día hay menos unión y vigor. Cada día va a menos aquel respeto sin el cual la obediencia vacila, si ya no peligra. Entretanto tiene usted a los ingleses embarcados y prontos a partir en La Coruña, hasta donde los siguió el enemigo, a quien pudieron confundir a pie firme, pues no hubo pequeño encuentro en que no le hubiesen batido. Dicen que vendrán a desembarcar a Andalucía, aunque algunos creen que a Lisboa. Esto, que no creo, será lo mejor. Aquello, verificado, prolongará nuestra seguridad, aunque también nos dará otra especie de temor. La arribada a Mahón nada tiene de extraño en la incertidumbre de los tiempos y el mar. Si fuere sin necesidad podrá encerrar otro misterio, que no adivino. Esté usted a la mira, y sobre esto y sobre todo no deje de escribir con frecuencia a la Junta; por acá se extraña mucho el silencio de los vocales. ¿Sabe usted que los de Galicia (Caro y Avalle), temerosos de los franceses, en vez de embarcarse para Lisboa o Cádiz, lo hicieron a Canarias, so pretexto de no hallar otra embarcación? Del escándalo que esto causó y de las consecuencias que puede tener se trata con calor actualmente. Verí escribe poco, y también las cosas de allí nos dan cuidado. Esperamos lo que usted dirá por el mismo. Entretanto renueve mi memoria a los amigos y mande cuanto quiera a su afectísimo Jovellanos. La tos del año pasado volvió sobre sí con mucha fuerza. Hace usted más falta a nuestras sesiones. El opio y la leche de burra me volvieron a mi tono."
1768;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1139#;3/2/1809 0:00:00;Sevilla;Sevilla;;Lord Holland;1809;Querido amigo mío: He venido para avisarle de que había ya mudado casa y que estoy en la de Alba, enfrente de las Dueñas, la cual, como tiene muchas otras ventajas, no deja de tener un inconveniente para mí, que lo es el estar lejos de usted, y como mi tiempo es corto y sus ocupaciones le dan pocas horas, el deseo de disfrutar de su conversación me sugiere el atrevimiento de pedirle se sirva venga algunas veces a tomar la fortuna del olla con mi familia, cuando podemos tratarnos más a despacio. Tal vez no le incomodaría venir o hoy o mañana o pasado mañana. La hora de comer será la que más agrada a usted, pues que lady Holland e yo, como viajantes, estamos acostumbrados a todas horas. Le suplico, pues, me avise si pudiese hacernos este favor, y cuándo tendremos el gusto de verle. También estaremos casi todas las tardes en casa y muchísimo gusto tendremos la señora e yo en recibir a cualquier amigo suyo, puesto que ya por las circunstancias del día, ya por la sincera amistad y admiración que me ha inspirado, sentiría muchísimo salir otra vez de España sin haberme aprovechado tanto como me fuese posible de su amable trato e instructiva conversación. Quedo, q. s. m. b. Vassall Holland.
1769;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1140#;8/2/1809 0:00:00;Sevilla;Sevilla;;Lord Holland;1809;"Querido amigo mío: Los franceses dicen que l’appetit vient en mangeant; y usted, habiéndonos hecho el favor de dejarnos disfrutar de su conversación Milady e yo tenemos el atrevimiento de pedirle nos lo haga otra vez. Tal vez le convendría venir mañana; y si sus sobrinos le quisieran acompañar, comeremos a las tres en punto. Mucho hubiera deseado conocer a sus amigos, el señor Hermida y el señor Escaño; pero no puedo averiguar las horas en que puedo tener la satisfacción de hallarlos en casa. Estoy su más apasionado y reconocido amigo, q. b. s. m., Vassall Holland."
1770;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1141#;9/2/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"¿Cómo podré yo negarme, mi amado Lord, a la insinuación de usted, tan dulcemente esforzada con el deseo de Milady? Allá pareceremos mis sobrinos y yo, y más que comamos a las cinco, que no en esto, sino en disfrutar tan noble y agradable compañía hallaremos nuestro placer. Mis amigos pueden ser vistos a cualquiera hora. Hermida aloja en casa del deán, calle de Bayona, y Escaño en palacio. Al primero tiene actualmente en casa un fuerte resfriado; el segundo no sale de su secretaría sino a paseo. Ambos sabrán por mí el honor que les hace el deseo de usted, y le tendrán muy grande en satisfacerle. Entretanto, ofreciéndome con todo rendimiento a los pies de Milady, quedo de usted el más reconocido y apasionado amigo G. de Jovellanos. Santa Marta. Jueves por la mañana. P.D. Incluyo a usted las adjuntas Gacetas, para que vea cómo nuestros enemigo[s] cacarean sus prodigiosos triunfos, realzando con sus insultos nuestras desgracias."
1771;http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1142;14/2/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;Mi muy amado amigo: Cuesta avisa que los enemigos aumentaban su fuerza hacia El Puente del Arzobispo, poca todavía, pero con movimientos que anunciaban designios hacia aquel punto. Esto sólo hay, ni yo tengo más tiempo hasta que pueda repetirme de usted, y a los pies de la amable Milady, como su afectísimo amigo Jovellanos.
1772;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1143#;15/2/1809 0:00:00;Sevilla;Palma de Mallorca;Conde de Ayamans;;1809;Mi estimado amigo y señor: Mucho celebro que se hubiese apaciguado esa discordia entre la toga y la espada, que pudiera ser tanto más funesta cuanto más distancia hay entre las profesiones. Aquí no hay novedad reciente, pero aún lloramos la fuga de nuestros aliados y la pérdida de Galicia. Zaragoza está estrecha, pero se la va a socorrer por sus vecinos. Amaga el enemigo hacia Extremadura, pero Cuesta está fuerte y se le refuerza por Portugal, Andalucía y Castilla. Romana sobre la izquierda de Miño, en Portugal, con la porción salvada de su ejército. Si allí observará al enemigo, que está al otro lado de Galicia, para lo cual se ofrecen a reunírsele los portugueses, o vendrá hacia Ciudad Rodrigo, aún se duda. No menos la declaración del Austria, aunque por tantas partes anunciada. No tanto la de la Puerta. Estamos, pues, entre temores y esperanzas, y éstas preponderarían si el espíritu público no se hallase tan amortiguado. Por allá sabemos que Valencia y Cataluña se hacen fuertes en gentes, armas y recursos. De Murcia no oímos tanto, y nuestro Villar calla mucho. Todo prueba que el enemigo podrá ganar alguno, pero que logre el fin de sus designios me parece imposible. Su ejército por muchas causas mengua, mientras el nuestro crece. ¿Por qué, pues, desmayaremos? Pero ¿por qué no haremos sacrificios y esfuerzos dignos del nombre y del carácter español? Salud a los amigos. Ignoro la suerte de los que servían en Borbón, que dicen sufrieron mucho en Rosas. Escriba usted lo que sepa de esto y de todo. Si viere usted a mi Dr. Bas dígale que su hermano está colocado en esta Contaduría con plaza supernumeraria, y que con carta mía se embarcará de hoy a mañana. Consérvese usted bueno y mande a su afectísimo Jovellanos.
1773;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1144#;18/2/1809 0:00:00;Sevilla;Palma de Mallorca;Conde de Ayamans;;1809;"Mi querido amigo: Somos deudores a todo el mundo; pero yo lo soy sobre todos a los que sufren, y más todavía a los que me ayudaron a sufrir. Va, pues, allá la adjunta plegaria, con deseo de que haga usted acerca de ella lo que sea hacedero, pero con mucha distancia de querer que haga lo que hacer no deba. Y con esto queda de ustedes afectísimo Jovellanos. Amigo mío: Ustedes escriben poco, y quisiéramos que todos los correos nos dijeran del estado de esas cosas, aunque, a decir verdad, ustedes no nos dan tanto cuidado, porque los suponemos más tranquilos. Perdimos a Galicia, pero esperamos recobrarla. Los ingleses, aunque prófugos, destruyeron al enemigo perseguidor, quitándole más de diez mil hombres, entre muertos, heridos y prisioneros. El pueblo persigue al resto, y Romana, reforzado con los portugueses, trata de volver sobre ellos. Cuesta está amenazado sobre el Tajo de fuerzas superiores, pero le van refuerzos de dos puntos. Le van a Zaragoza de Cataluña y Valencia, y todo se mueve. Adiós, memorias a los amigos y en particular a los Rosellós, secular y eclesiástico."
1774;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1145#;18/2/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"La vida que vivimos, mi amado Milord, es ciertamente muy insocial, pues que apenas gozamos de pocos instantes para darlos al dulce trato de la amistad. Tampoco hoy podremos comer juntos, aunque haré por que nos veamos a prima noche. Mañana, sí; si usted lo permite, llevaré a comer a mis sobrinos, porque al canónigo no le deja libre su presidencia otra tarde que la del domingo. El parte de Cuesta, recibido ayer, dice que el enemigo pasó El Puente del Arzobispo, y que Trías tomó su posición en Garvin. Si esto indica la proximidad del ataque del enemigo o sólo querer situarse en mejor proporción de reunir sus fuerzas, no lo sé; mas creo que nuestra inquietud debe ser mayor. De Cádiz nada sé. La resolución del problema está acordada. ¡A qué mal tiempo habemos entrado en este berenjenal! Sáquenos Dios con bien. Entretanto, ofreciéndome a los pies de la amable Milady, quedo de usted fiel y tierno amigo Jovellanos. Sábado de mañana."
1775;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1146#;24/2/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;Milord y mi dulce amigo: Multa nos premunt. Envío a usted dos sábalos, para que la amable Milady pruebe esta producción del Betis, y pueda faire maigre, como nosotros hoy. Va también la Noticia del Real Instituto Asturiano, que me han prestado, y irán los Elogios, si como nos ofrecen nos los prestan en el día. De Cuesta, sin novedad. De Urbina, la noticia del encuentro que tuvo Alburquerque en Mora, malogrado por el error de su guía, pero, sin embargo, con la muerte de un centenar de enemigos, la presa del equipaje del general, y algunos hombres y caballos. Pero el alboroto de Cádiz es un nuevo, mayor y más próximo cuidado. El parte aseguraba restablecido el sosiego. Se tratará hoy del remedio. ¿Será fácil? Adiós, mi amado Lord. Mis respetos a Milady, mientras se profesa de ambos afectísimo Jovellanos. San Matías.
1776;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1147#;24/2/1809 0:00:00;Sevilla;Sevilla;;Lord Holland;1809;"Querido amigo mío: Celebro tener otro libro de su elocuente pluma, quae nihil molitur inepte. Me encarga también Milady le agradezca del excelente pescado que hemos comido con mucho apetito. Si multa vos premunt, busquen ustedes muchos para que lleven el cargo, puesto que el refrán que aprendí en mi juventud dice: Multorum manibus grande levatur opus. Las noticias de La Mancha me parecen muy buenas, pero si no se da parte de ellas al público no dejarán de ser interpretadas todas al revés. Siento, mucho más que extraño, el desmán de Cádiz; el hecho es que sin una entera libertad de la imprenta, o un congreso numeroso de diputados, cuyas discusiones sean públicas, no tienen las quejas del pueblo ni la ambición de los turbulentos otro desahogo sino en alborotos y en excesos, y alentar al entusiasmo del pueblo sin excitar sus pasiones o despertar la ambición de muchos individuos es pensar en lo excusado. Perdone usted, querido amigo, esta franqueza, por ser hija de mi celo y amistad; no creo haya en la Junta vocal que tiene más cuidado en las cosas de España que su aficionado y obligado amigo Vassall Holland."
1777;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1149#;28/2/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Bien quisiera yo, mi amado Milord, ser más dueño de mi tiempo, para disfrutarle en la amable compañía de usted y de Milady; pero son tantos y tan importunos los acreedores a él, que me roban la mayor y más preciosa parte; y digo más preciosa, porque tal es la de la mesa, que abre más campo al trato amigable y familiar. Así es que tampoco podremos vernos hoy hasta prima noche; pero entretanto sepa usted que sobre el Tajo no había anoche novedad; que Alburquerque, después de una honrosa retirada, estaba ya reunido a Caltojar, y que nada sabemos de Zaragoza ni Cataluña. Romana escribe siempre con propósito de entrar en Galicia. Las tropas de la bahía de Cádiz van a Lisboa. Cómo esto parecerá allá y [ilegible], no lo sé. Sé, sí, que en todo acontecimiento es siempre de usted afectísimo y de Milady respetuosísimo servidor y amigo Jovellanos. Martes."
1778;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1149#;2/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Pensaba, mi muy amado Lord, comer en la dulce compañía de usted y de Milady; pero acaba de citarme Garay para una junta extraordinaria a las cinco de la tarde. Si concluyésemos a buena hora, nos veremos a prima noche; si no, mañana, mas no a mediodía, porque es magro, sino a la tarde. Cuánto sienta yo estos estorbos de mi mayor deseo, no acierto a decirlo; pero sí que después del tiempo empleado en servir a mi patria, ninguno será para mí más precioso que el que pase al lado de usted y de Milady, de quienes es el más apasionado y sincero amigo Jovellanos."
1779;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1150#;2/3/1809 0:00:00;Sevilla;Palma de Mallorca;Conde de Ayamans;;1809;"Mi querido amigo: Llegó tarde la solicitud de Lardi, porque el Sr. Ladins pidió para su hermano o primo la interinidad de ese gobierno, algo de retiro, y como era brigadier y tenía mando reciente, se despachó a golpe. Yo lo he sentido mucho y así lo digo a madama Caro. No vamos mal, aunque tememos por Zaragoza, que está muy estrechada por el enemigo. Fuele socorro de Cataluña y Valencia, pero no tal cual necesitaba, opuesto el enemigo a su entrada con fuerza muy superior. Dicen que hay dentro muchos enfermos y éste es mayor cuidado, puesto que la constancia de los defensores sólo puede ceder a tamaño mal. También Cuesta está amenazado de fuerza superior; pero se refuerza más y más cada día, y ya tiene 18.000 infantes y 2.000 caballos. Además amenaza y divierte al enemigo a la parte de La Mancha el ejército del centro, mandado por Urbina, que también se refuerza. Otro tanto Romana, que reunido con las tropas portuguesas al mando del sen. Silveira trata de atacar a las francesas de Galicia. Si nos dan tiempo, poco temeremos. La gran necesidad son los fusiles; ofrecidos 30.000 por los ingleses, no acaban de llegar; pero se fabrican muchos aquí y en Cádiz, y empiezan en Granada. La vida de Villel corrió peligro en Cádiz. Iba a guarnecerla, entre otras tropas, un batallón extranjero (polacos y alemanes que desertaron). Este [es] el pretexto de los descontentos. Entre éstos, muchos de la aduana, que quiso reformar. Engañan el asunto de represalias y reclusión de franceses, y el haber prohibido los bailes privados en carnaval disgustaron en una colonia extranjera. Todo volvió al orden; muchos amarrados y los demás arrepentidos. Nada más... Chauveron y San Simón claman por libertad, y no sé qué decirles. Emigrados, que es decir, emancipados de su patria y adoptados en la ajena, y además militares, yo no sé por qué son medidos por el mismo rasero. Usted lo verá. Por fin Vives halló su huequecito. Está nombrado capitán general de Castilla la Vieja y va a Ciudad Rodrigo, de donde contendrá las divisiones que están en Salamanca; Purgue y Laburria van con Cuesta; Blake a Cataluña. Memorias a los amigos y mande usted a su afectísimo Jovellanos."
1780;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1151#;3/3/1809 0:00:00;Sevilla;Tarragona;Tomás de Veri;;1809;"P.D. Me tienen con cuidado mis amigos de Barberi. Dígame usted algo de ellos; pero señaladamente de Estenor, Castelmaure y Ducros. Acaba de salir de aquí el pobre Vives. ¡Si viera usted qué viejo está! Por fin va a capitán general de Castilla la Vieja, que es decir in partibus. Pero se situará en Ciudad Rodrigo, donde esperamos formar una división que obre útilmente y contenga."
1781;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1152#;8/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Gracias muy finas, mi amado Lord, por las gacetas, que repasaré cuando pueda, porque todo, todo me ocupa Asturias. Acaba de llegar un enviado de allí. ¿Sabe usted que aquella pobre provincia tiene regimentados y armados 30.000 hombres? Y ¿sabe usted que, fuera de esto, no hay allí un hombre robusto que no tenga un chuzo? El espíritu en general no puede estar más exaltado. Los franceses hacen sobre las entradas de oriente y poniente sus tentativas; pero en vano. Quieren acordarse con Romana; si lo hacen, y Galicia ayuda, un solo francés no volverá, Castilla será libre, y... Dios los dirija. Entretanto voy a trabajar por que se les den socorros. No sé cuándo podré ver a ustedes. Hasta entonces, saludando a la muy amable Milady, es todo de usted Jovellanos. Hoy, miércoles."
1782;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1153#;9/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Mi amigo y muy estimado señor: El oficial comisionado de Asturias no me deja vivir. Pide dinero, trigo y otros auxilios, y es preciso ayudarle para que no vuelva vacío. Anoche estuvimos en la Sección de Hacienda (antes de la mía ordinaria), y aún algo quedará para hoy. Si no me deja tiempo para ver a ustedes, mía será la pérdida, mío el dolor. En nuestros ejércitos no hay novedad. Creo que Cuesta piense en atacar. Urbina adelanta su cuartel a Ciudad Real. Un parte de Salamanca anuncia que los franceses la abandonan, los de guardia imperial a Valladolid, otros hacia Francia. Sed timeo danaos. Tal vez vendrán hacia Extremadura. Asturias es la sola a hacer aquellos esfuerzos sin los cuales no se salvan los pueblos invadidos de una gran fuerza organizada. Tiene en pie 30.000 hombres, y armados, y to[do]s pueden asestar un fusil o empuñar una pica. De esto hablaremos mucho a la vista; ahora omnis in hoc sum. Saludo tiernamente a la amable Milady y soy todo, todo de usted. Jovellanos. Hoy, jueves. ¡Zaragoza, ah! Pero no era inmortal."
1783;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1154#;11/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Mi muy amado señor: No me fue posible hurtar anoche un instante para que nos viéramos; pero hoy nos desquitaremos al mediodía. Nada nuevo, sino que el enemigo recibe algún refuerzo de Aragón y amaga hacia La Mancha. Van los dibujos ofrecidos para el gracioso primogénito. Mi tierna memoria a su amable mamá y a usted el corazón de su amigo Jovellanos. Sábado."
1784;http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1155;11/3/1809 0:00:00;Sevilla;Sevilla;;Carlos Ricardo Fox;1809;"Muy señor mío: He recibido las hermosísimas pinturas que V.E. se ha dignado enviarme; la del paseo de Sevilla es muy parecida y exacta; supongo que la otra es de Mallorca. Los colores tan vivos y tan bien distribuidos, y sobre todo la mano que me las regala, me las hacen muy apreciables; las cuidaré con la atención que se merece una prenda tan estimable, y muy agradecido a su favor queda para complacer a V.E. en cuanto pudiere su más atento y seguro servidor q. s. m. b. C. R. Fox."
1785;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1156#;;Sevilla;Palma de Mallorca;Tomás de Veri;;1809;"Veremos cómo se reparten los despojos de Monserrate. Ese intendente propuso a un Espinosa y por poco se los calza todos a un golpe de mano. Se esperará el correo y se comparará el mérito de los aspirantes. La comisión de usted no está acabada. Por lo mismo que el apuro es grande los esfuerzos deben ser mayores. Valencia sucederá en el peligro a Cataluña, y Valencia es una de las puertas para venir al mediodía. Animo; nunca más necesario. Consérvese usted bueno y mande a su afectísimo J. Ll. P.D. Camposagrado, bueno, siempre al lado de Cornel, aprecia la memoria de usted y la devuelve con usura."
1786;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1157#;16/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Mi muy amado señor y amigo: No podré tener el gusto de acompañar a ustedes a mediodía hasta el domingo, car notre carême a comencé et nous faisons maigre. Ni pude ir ayer a verles, como pensaba, porque una dama anglo-hispana me visitó desde la oración hasta la hora de Junta. Verémonos esta noche, si no ocurriere igual estorbo. Entretanto allá van las Gacetas que ofrecí al señor ministro de Suecia. No avisé de Cuesta, porque no hubo novedad. En el parte de anoche dice que los enemigos no parecían a la parte de Almaraz; pero que se reforzaban hacia Talavera. Infantado no suelta el cabo, y esto le expone a mayor desaire. Está mal aconsejado, si no me engaño, y lo siento porque le amo y me duele su situación. Suenan las diez, y sólo tengo tiempo para repetir mis respetos a la amable Milady, y decirme de usted afectísimo y muy reconocido amigo Jovellanos. Jueves."
1787;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1158#;18/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Mi amado Lord: Después de mil visitas, Elola, Mr. Frere y el Sr. Infantado me han detenido hasta [ah]ora, que son las tres y no he comido. Estoy lleno de cuidado por la salud de Milady. ¿Cómo está? ¿Es su mal pasajero y leve? Quiéralo Dios. Mi divieso sigue con la misma lentitud. Esta mañana vino con Lorente un amigo suyo, que, aprobando mucho el uso interior de la quina, cree que conviene también pulverizar con ella la llaga. Yo sé lo que esto quiere decir; pero no tengo cuidado. Tengo, sí, gran deseo del restablecimiento de Milady, y más que esto me cueste perder a usted. Tengo gran consuelo en verlo; pero le tendré mayor en que vivan buenos y tan felices como pide al cielo su afectísimo Jovellanos."
1788;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1159#;18/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Mi muy amado Lord: Cuando me dieron anoche la de usted, ya había partido el portador; por eso, y porque nada de provecho ocurriera, y porque estábamos en la colación, no respondí. Hágolo ahora, o más bien por mí las adjuntas, que van sin cargo de restitución. Este perro de divieso muerde y ladra, y se hizo oír y sentir toda la noche; pero no por eso me hará rabiar, que bien hecho estoy a ladridos y mordeduras. La bondad de Milady me deja lleno de gratitud. Ofrézcasela usted, mientras que puede ofrecerla a sus pies quien es de entrambos el más apasionado amigo Jovellanos."
1789;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1160#;19/3/1809 0:00:00;Artá;Sevilla;;Conde de Ayamans;1809;"Esta mañana he recibido, mi dulce amigo, las cartas de usted de 15 y 18 de febrero, cuyas noticias me han sido de gran consuelo. Nada sabía de Romana, ni de los portugueses, ni de los engañados gallegos, que van despertando de su letargo. Vengan de esas cartas y sea usted quien las escriba, que en ello tendré doble satisfacción. Hállome en esta villa desde ayer y vuélvome pasado mañana. Es el caso que cansado de indicar y aconsejar a nuestro pobre general Cuesta acerca de varias medidas de defensa que deben adoptarse en la isla, ha sido preciso ponerle una orden para que las mande ejecutar y comprometerme a inspeccionar personalmente las compañías urbanas, su armamento y sobre el estado del entusiasmo de estos pueblos. Su gran distancia del teatro de la guerra, la paz en que han vivido siempre y los espíritus de contradicción que trepan por todas partes, me dictaron esta medida, y acabo de comprobar hoy que es la que debía tomar. A pesar del buen celo de los oficiales, encuentro esta compañía muy atrasada en el simple manejo del arma, por empezar el ejercicio con fuego, y un principio de indolencia que raya en apatía, a pesar de la docilidad y buena ley de estos pageses. Hice que formaran en círculo, y les pinté con hechos lo que les va a suceder si los franceses desembarcasen en esta isla. Dije al baile y regidores cuánto importa que sean los primeros a tomar el fusil, y encargué a su secretario que extendiera en su libro de acuerdos mi peroración. Otra igual eché al vicario perpetuo y clero, y pasado mañana se repetirá la función en Manacor, donde no hay la indiferencia que aquí. Hágome cargo de la situación de este pueblo y de los capitanes que ha tenido la compañía; pero no estamos en tiempo de indulgencias. Les he hablado recio, y seré muy duro si me ponen en el caso, que no espero, de dar algún castigo. Aunque hay compañías bien entusiasmadas, asimismo pienso revistarlas, para aplaudir su celo y poderlas presentar como dechado a los demás, y por donde menos se piensa salta la liebre. De resultas de estas andanzas, veo claramente que habré de poner una instrucción para cortar en su raíz la poca aplicación que observé en estas gentes al ejercicio urbano y otros defectillos de los pueblos que irán saliendo. Cuando la hiciese la pasaré a usted para su examen y aprobación. Me dice usted en su carta del 18 que escribo poco; oficios llevo dirigidos al secretario Garay treinta en 18 días. Todavía no he recibido más contestación que al primero, su fecha 31 de diciembre, y la contestación es del 31 de enero."
1790;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1161#;20/3/1809 0:00:00;Sevilla;Palma de Mallorca;Tomás de Veri;;1809;Mi amado Verí: Somos deudores a todo el mundo, y yo a los compañeros de mi soledad. Va la adjunta del capitán de Granada Montero, que me hizo la guardia en Bellver. Léala usted, y después de haberse enfadado, acabará, como yo, lastimándole. Otros con la misma falta, según dice, han hallado el medio de repararla. Si pudiese aspirar a lo mismo, ayúdele usted a ello y hable en ello a Reding. Si no, aconséjele que ponga un memorial, que, venido, irá a su informe por si cabe algún alivio. Tiene mujer, tiene hijos. Usted a la hora de ésta será padre. He aquí la mejor recomendación. Romana se rehace. En Asturias hay 30.000 hombres armados. Los pueblos de Galicia están sublevados y esto nos da grandes esperanzas. Urbina tiene ya 30.000 y 6.000 caballos. Cuesta subió a 25.000 y 3.500. Sin embargo, esto está actualmente atacado, y su suerte y conducta van a ser decisivas. Dentro tenemos greguería, y es una desgracia que los buenos mallorquines falten de nuestro gremio. Nada más ocurre. Cuídese usted y mande a su afectísimo J.Ll.
