"Objeto";"Fecha";"Lugar emisión";"Lugar recepción";"Escribe a";"Recibe de";"año";"Texto de la carta"
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3058#";22/1/1807 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1807;"Otro correo con cinco valijas y sin carta de nuestro amado señor canónigo; y con tanto deseo de saber de su salud y tanta curiosidad sobre los objetos de su agradable correspondencia, vea usted si será pequeño tormento para quien no tiene otra especie de consuelo en situación tan menesterosa de él. Ya, pues que la suerte es más feliz al otro lado del mar, allá van estas líneas para que la amistad de allende sepa que la de aquende existe y conserva siempre sus puros sentimientos al señor Candasín, en quien y de quien es siempre afectísimo Beltrán. P.D. Valentín dice este correo claramente que no espera alivio para el amigo, y sólo tiran a que exista. Yo no lo entiendo. Por sí o por no, ya le digo lo que siento acerca de la necesidad de un auxiliar, dejando a su arbitrio que comunique o suprima la especie, según crea oportuno. A nadie nombro, y qué sé yo si los que mandan por el que no puede, lo extrañarán o no."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3059#";23/1/1807 0:00:00;"Bellver";"Palma de Mallorca";"Juan Bautista Capó";;1807;"Mi estimado P. D. Juan Bautista: Para que usted pueda satisfacer más cumplidamente nuestra curiosidad, allá va ese borrador de las Memorias de este castillo, que hemos podido extender zurciendo las noticias recogidas acá y allá como mejor pudimos. Verá usted por él que si contiene algo de bueno se debe todo a su propria diligencia, y que nuestro mérito, si alguno, se reduce al orden y distribución que le hemos dado. Repásele usted, pues, y con su presencia podrá anotar con referencia a sus números lo que le ocurriere y hubiere sacado en limpio del último reconocimiento de los libros consabidos, si ya no tuviere extendidos sus apuntamientos, pues que nuestro ánimo no es hacer más pesada nuestra curiosidad, sino antes bien aliviar su trabajo y menguar nuestra impertinencia. No sabemos si Esvert estuvo ya en ésa. Celebraríamos que se verificase después que V.R. hubiese visto ese folleto, que así podría sacar más fruto de su conferencia. No creemos necesario advertir que esto va en reserva, pues que ningún otro merece tal confianza, singularmente en lo que acá hacemos sólo por entretenimiento y para enviar a un amigo que escribe la historia de la arquitectura. Hemos recogido un gran número de noticias para la historia de las fábricas de catedral, lonja, Santo Domingo y San Francisco, y las iremos zurciendo poco a poco para divertirnos. Perdone V.R. las distracciones que le ofrecemos; tómelas como un desahogo de sus santas tareas, y reciba muy finas expresiones de este señor, y mándeme como su más afecto amigo y servidor q. b. s. m. Marina."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3060";23/1/1807 0:00:00;"Bellver";"Palma de Mallorca";"José Barberi";;1807;"Perdida. La extracta en el Diario, Cuaderno XII: «Se recibió carta del Dr. Barberi y se le escribió otra sobre la duda de si su Marsilio fue o no fue fraile dominico»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3061#";4/2/1807 0:00:00;"Barcelona";"Bellver";;"Valentín García";1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.d.11. Somoza (Inventario, pág. 103) la extracta: «Sobre la salud del obispo. El Conde [¿de Cabarrús?] que va a Francia»."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3062";10/2/1807 0:00:00;"Barcelona";"Bellver";;"Santiago Joumard";1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.9. Somoza (Inventario, pág. 104) dice: «Remitiendo cartas»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3063#";11/2/1807 0:00:00;"Bellver";;"Fray Luis de Villafranca";;1807;"Mi reverendo padre y muy señor mío: Por fin allá vuelven los manuscritos de nuestro P. Cayetano, que este señor ha reconocido y leído en la mayor parte, y de los que sacó algunos apuntamientos. Pero como ya previne a V.R. en mi última carta, desea S.E. tener copia de la que el dicho padre sacó de un trozo de historia latina de Mallorca, que cree será la de Marsilio; pues, aunque disfrutada por otros, es posible que dé mayor luz a los sucesos de la conquista que andan impresos. Es verdad que es obra incompleta; pero es bueno tener este retazo, y pleito por menos. En fin, como yo no puedo copiarla y mi compañero está siempre empleado en sus dibujos, quisiera S.E. que V.R. encargase a algún religioso que sacase esta copia cuando no lo pueda hacer por sí mismo, pues que esto será lo mejor, si sus ocupaciones se lo permiten, lo cual deja a su arbitrio. El dicho manuscrito se halla en uno de los tomos en 4.º que V.R. señaló con el número 4.º para que fuese conocido. Ya que los demás escritos de este digno religioso han desaparecido, justo será que la comunidad cuide mucho de los que han quedado. El de las Misceláneas tiene gran necesidad de una nueva encuadernación, así como los dos en 4.º, que están sin forro, y los demás que andan sueltos; y no sobraría que en cada uno se pusiese al frente un índice para que el que quisiese aprovecharlos excusase el trabajo de buscar las especies en el piélago en que andan nadando. Las últimas encuadernaciones han venido a gusto, y hasta que Dios nos traiga esta paz tan deseada, dejaremos descansar a V.R. Suponemos que el P. fray Bernardino habrá tratado con V.R. sobre los cincuenta duros que acabamos de enviar. Este señor los había destinado para que V.R., que tanto ha trabajado en su obsequio, los convirtiese en mejoras de esa biblioteca. Pero habiendo el dicho padre pedido alguna limosna para las fiestas del nuevo beato Crispín, S.E. se los envió, comunicándole esta su intervención y encargándole se acordase con V.R. por si parecía separar alguna parte de dicha cantidad para este último objeto. En cuanto a la colección de privilegios de que V.R. me habló en una de sus favorecidas, dice S.E. que se aprovechará de su favor para verlos cuando tenga más vagar, y entretanto da a V.R. las más finas gracias por su favor, ofreciéndose a complacerle en cuanto tenga arbitrio, y por lo mismo puede mandarle, así como a mí, que soy su más afecto servidor q. b. l. m. Domingo García de la Fuente. P.D. La llave del cajoncito va dentro de esta carta y espero que V.R. me avise de su recibo."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3064";20/2/1807 0:00:00;"Bellver";"Madrid";"Pedro Ceballos";;1807;"Excmo. Sr.: Por el correo que llegó el 16 del corriente, he recibido la real orden de 19 del pasado, en que V.E. se sirve comunicarme el nombramiento que S.M. se dignó hacer por decreto del día anterior del Serenísimo Señor Príncipe de la Paz para decano del Supremo Consejo de Estado, de cuya noticia, que he leído con la más reverente satisfacción, quedo enterado. Y como al mismo tiempo haya leído en la Gaceta de Madrid el nombramiento que S.M. había hecho del mismo Serenísimo Señor Príncipe para Grande Almirante de España y Indias, me animo a manifestar a S.A.S. la satisfacción con que he recibido una y otra tan plausible noticia en el adjunto pliego, que ruego a V.E. se sirva pasar a sus manos. Nuestro Señor guarde a V.E. muchos años. Jovellanos."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3065#";20/2/1807 0:00:00;"Bellver";"Madrid";"Manuel Godoy";;1807;"Serenísimo Sr.: Por real orden que me ha comunicado el señor don Pedro Cevallos con fecha de 19 del pasado, recibida el 16 del corriente, y por la Gaceta de Madrid que llegó el mismo día, he sabido el nombramiento que S.M. se dignó hacer de V.A. para decano del Supremo Consejo de Estado y su exaltación a la dignidad de Generalísimo Almirante de España y Indias; noticias que he recibido con la más pura satisfacción, mirándolas como un brillante testimonio de la alta confianza con que S.M. distingue los ilustres servicios de V.A. Y si entre las felicitaciones que tan justo motivo elevará al oído de V.A. puede llegar la mía, que no cederá a ninguna en pureza y sinceridad, ruego a V.A. que la reciba benignamente, y al mismo tiempo que no tenga a mal que vaya acompañada de alguna esperanza de salir, por su intercesión, de la obscuridad desde donde la envío. Va a cumplir muy luego, Serenísimo Señor, el año sexto de mi reclusión, en la cual he cumplido ya el sesenta y tres de mis años. Mi vista y mi salud se degradan tan apriesa, que dentro de poco ni me bastarán los anteojos para leer, ni los pies para el ejercicio que mi edad y mis achaques requieren. Exponiendo, pues, a V.A. tan triste situación, le ruego que, condolido de ella, se digne elevarla a la noticia de S.M. y obtenga de su notoria justicia y compasión algún alivio en mi favor. Y cuando no me fuere dado aspirar al de volver al seno de mi familia para morir al lado de dos hermanas viejas y enfermas, únicos restos de ella, espero de la bondad de V.A. que, a lo menos, obtenga para mí el de vivir retirado en algún pueblo del continente o de esta isla, donde, con el uso de algunas aguas desobstruyentes que necesito y con el ejercicio, a pie o en coche, que no permiten la altura y aspereza de este cerro, pueda salvar mi salud de la ruina que la amenaza. No teniendo valedor alguno que anime este mi justo deseo, permita V.A. que me acoja a su poderoso influjo y dígnese, como encarecidamente le suplico, de emplearle en favor de un infeliz que se confía a su noble compasión, y que en cualquiera suerte que permaneciese rogará continuamente al cielo por la conservación y prosperidad de su excelsa persona, Gaspar Melchor de Jovellanos."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3066#";21/2/1807 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1807;"Mi buen señor canónigo y amigo: Al cabo de treinta y tres días no menos de su salida de aquí, llegó el deseado correo Pieras, trayendo ocho valijas del continente, tan rellenas de noticiones, que si pesaran como abultan, se hubieran ido a pique a mitad del camino. Pero hubiéranlas de salvar las dos graciosas cartas de usted de 15 del pasado y 6 de éste, más dichosas que otras cuatro o cinco de las del 5 ó 6, que dice (¿y por qué no lo creeré yo?) que escribió después de la miniada. Váyanse allá con su madre de Neptuno, y más que no se repitan las copias, pues aunque todas serían apreciables, y sobre todas la relativa a inscripciones, lo serían principalmente por cosa de usted, y por tal harto más sintiera que se hubiera perdido la respuesta de la Academia, que al fin reza bien claro el mérito de su trabajo de usted y el aprecio con que aquel Cuerpo le recibió. Por fortuna venía con ésta la respuesta original del buen Poncio, que me dio el mayor gusto, así por la sinceridad de su arrepentimiento, como por la firmeza del propósito de renunciar a las musas. Pero tate: dígale usted que la tal renuncia no se extienda a versos tan graciosos como éstos, y que pues se parece a Ovidio en jurar en verso de no hacerlos, parézcasele también en perjurarse, haciéndolos en este género ligero, para el cual le dio Apolo tanta gracia. Dígale usted que en una visión de media noche este dios del Parnaso se le llegó al oído, y le declaró que si sus amoríos con la grave y quejumbrosa Melpómene le hicieron refunfuñar un poco, era porque le tenía preparada en Talía una moza festiva y retozona, como más de su gusto y genio, y con quien podría vivir y solazarse sin tantos quebraderos de cabeza, ni temor de que le plantase al mejor tiempo. Sobre todo, dígale que en cuanto a sus desvíos con la señora Clío, se guarde de enojar a aquel gran dios, pues aunque no desea que empuñe la trompa de Homero, voto a tal que se atufará si no sigue las huellas de Tucídides, y enhorabuena que las siga sin mendigar estilo ajeno ni menos imitarle, aunque sea de Livio o de Mariana, pues que ya se tiene el suyo, que en este género, tal cual sea, no debe nada a ningún cornudo. Y en fin, dígale que eso de rascarse la gorda panza lo deje para los gordos cebones que han holgado y holgarán por los siglos de los siglos, pues que los que han arado y cavado y sudado en la juventud deben coger el fruto en la madura edad, siquiera porque los otros bestiazas no se rían; en fin, porque lo demás será, si no un despecho, un desquite no perdonable por los dioses ni los hombres. Amén de esto, la carta de usted nos trajo los alegres elogios del moscatel, tanto más celebrados aquí, cuanto más aseguran que llegó bueno allá, que no es poca fortuna en una mercancía de que son tan golosos los marineros, y que con una paja se suele y puede sacar del fardo y convertir en agua de cerrajas. Pero no sea que usted, que de vinos entenderá tan poco como nosotros, le vuelva malo y le quite el crédito. Dicen los que lo entienden que se le debe dejar reposar en el barril, y no beberle de él, sino trasegarle después de reposado a botellas, para irle bebiendo de ellas; y si esto, precepto báquico, se entiende con todos, ¿cuánto más en los vinos de Mallorca, difamados, con razón o sin ella, de algo voltarios? Sólo echo menos en la carta que usted dijese algo sobre la llamada madrépora a falta de otro nombre, puesto que por delicada pudo perder algo en el viaje; que en cuanto a monedas, bástanos saber que no se perdieron. Y ¿qué dirá usted si le digo ahora que las conchas bivalvas, de cara coloradina, de cuyos restos hay tanto en Calamajor, son ostras? ¿Qué dirá usted, que conoce las de Avilés? Pertenecen a una variedad de este sabroso marisco; no se crían en la basa, como aquéllas y las de Galicia, sino dentro de rocas, como los dátiles, y es preciso cortar primero éstas, y deshacerlas después para sacarlas de allí. Puede ser que en otra ocasión envíe alguna en que esté más conservada su primera forma. También acá se temía la pérdida del barco portador a su vuelta; pero al fin, después de muchas fugas, idas y venidas y arribadas, parece tomó este puerto la última semana. Supímoslo por el Semanario impreso, sin que nadie nos lo avisase, ni nosotros preguntásemos por la sidra, como que ignorábamos su envío. Se anda ahora en caza de ella, y si se atrapase, se avisará al pie de ésta. Baste de contestación. Por lo demás, acá continúan la buena salud y los curiosos trabajos, de que pudiera ir ya una buena parte al destino consabido, si no se hubiese hecho propósito de esperar la paz y no aventurar nada a la codicia inglesa, pues que bastará entregar a las olas y a los vientos, sin exponer a otros peligros, el fruto de la soledad y el reposo. Alimentemos, pues, la amistad con los manjares que más puedan interesarla, y ruede entre tanto la bola. Ya he descubierto el nombre del prepósito, preboste o pavorde de Tarragona, que vino a esta conquista: llamóse Ferrario y fue el segundo obispo nombrado para esta silla. Ni él ni su antecesor, el abad de Guixols, la estrenaron; si por muerte o por renuncia o falta de confirmación pontificia, se ignora acá. Si en las Memorias de Tarragona constare, usted lo sabrá o descubrirá luego. Adiós, mi buen amigo y señor: consérvese usted tan bueno, como es constante el cariño de este su antiguo y fiel amigo El Can."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3067#";21/2/1807 0:00:00;"Bellver";;"Joaquín Alonso de Viado";;1807;"Mi estimado paisano y dueño: La de usted de 15 de diciembre del año pasado pudo llegar a ésta salvándose de los ingleses que habían apresado el correo anterior y apedreado los talones del que la trajo, y tuvo además la buena dicha de no ser detenida en el correo, pues no teniendo este señor correspondencia permitida, como a usted han hecho creer, fue la única que vino a él con su nombre. Un mes entero, y aun dos o tres días más, tardó en volver el correo que en este tiempo partió de aquí, y hoy es el día en que puedo responder a usted a nombre de nuestro promotor y darle muy finas gracias por sus tiernas y estimables expresiones. Del destino de usted y aun de los azares de su último viaje, habíamos tenido acá noticia por aquel buen amigo de todos, que mientras pudo nos hacía ver de cuando en cuando su letra, y entonces se complacía en hablar de usted; pero Dios ha cerrado aquella facunda boca y alterado su espíritu de tal manera, que sobre tantas otras tenemos la pena de saber que no hay ya que contar con su trato, y que debemos contentarnos con que exista y viva. Su cabeza, según dicen, no está del todo trastornada, pero lo está su memoria, si no ya perdida, y a esto, poco más o menos, se reduce el estado en que le pinta el señor García, que ahora lleva el timón en los negocios. En cuanto al físico, dicen que abre difícilmente la boca y que se mantiene aún de líquidos, y acá creemos que si se animaran a llevarle a Caldas, para que tomase aquellas aguas y baños, se podría esperar mucho alivio, cuando no una total curación. Este señor ha tenido mucho gusto en saber la ventajosa situación del señor don Manuel, hermano de usted, y las esperanzas que abre a los ojos de su familia el buen concepto de sus jefes. Celebra también su aplicación a la literatura, pues que la especie de trabajo que le dará su nuevo destino le hará mirar las musas agradables como un desahogo del fastidio inseparable de él. Suponemos que ustedes dos no habrán olvidado al otro hermanito que quedaba haciendo sus primeros estudios y no tenía mala pinta. En cuanto a este señor, no hay novedad alguna en su salud, que gracias a Dios es buena cuanto cabe en sesenta y tres años ya cumplidos, salvo alguna degradación en la vista, pero en su espíritu hay el mismo vigor y alegría en que usted le conoció. Tiene permiso para bañarse los veranos y pasear en todo tiempo, y esto lo hace diariamente por estos contornos, cuya topografía conoce a palmos. Va siempre acompañado de un capitán de Belchar o Borbón, que alternan por semana. Ha formado aquí una tercera librería que va igualando a las dos que tiene en Madrid y Gijón, y lee y trabaja con el mismo ardor que antes. Pero en cuanto al permiso de correspondencias, se reduce a escribir a sus parientes y apoderados, yendo cartas y volviendo respuestas por este señor general. Esto es cuanto puedo decir a usted acerca de nuestro promotor, quien sobre todo me encarga le asegure de su cariño y del interés que toma en su suerte, cuyas mejoras desea muy de veras. Tendría gran gusto y consuelo en que usted tuviese su destino más cerca de nosotros, y no lo celebraría yo menos por él y por mí. Consérvese usted bueno, y si nos quiere continuar sus noticias, que siempre serán con gusto y aprecio recibidas, tenga a bien dirigirlas por mi mano, y mándeme siempre como a su más afecto servidor y paisano, q. s. m. b. [Manuel Martínez Marina]."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3068#";1/2/1807 0:00:00;"Bellver";"Palma de Mallorca";"Tomás de Veri";;1807;"Mi querido amigo: Por muerte de nuestro pobre Tomás volvió a mi poder el dibujo de Mengs que yo le regalara, y me basta saber que usted le deseó para que me tome la confianza de ofrecérsele. Pudo ir antes, pero no quise enviársele a usted hasta que fuese completamente mío. Haga, pues, el papel que merece entre tantas cosas curiosas como usted posee, que yo, pobre, encerrado y viejo no voy ya de ço, como dicen por acá. Celebro que usted no subiese ayer por acá como me dijo Domingo que pensaba. Mejor proporción habrá la semana próxima, en que toca el destacamento a S. Simón, que apenas es visto aquí; y viene de subalterno La Coste, ancho de manga y largo de piernas, con quien podremos vernos, aunque sea en la montaña. Esté usted bueno, y mande cuanto quiera a su afectísimo amigo (Rúbrica). Sábado. Ya leí el cedulón, pero si no urge le detendré, para repasar algunos artículos."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3069#";2/3/1807 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1807;"Señor canónigo y muy señor mío: Cuando usted haya recibido mi última, verá que los chistosos versos de Poncio habían llegado tan originales como ahora vuelven en copia, y que por ende sentimos tanto que usted haya sufrido el cansancio de transcribirlos de nuevo en favor de nuestra amistad, como ésta le agradece el que se tomó para la carta del fraile corredor, que tan de galope atravesó en ocho días tantos pueblos y tierras. A mi juicio éstos no valen lo que aquéllos, aunque para hechos al trote son bonísimos, y prueban que más despacio podría el poeta capilludo hacer cosa mejor. Sobre todo, valgan lo que valieren como versos, valen sin duda mucho como carta, y lo que no se conceda a la inspiración de Apolo, se debe de justicia a la de la amistad, que tan rápida y vivamente le hace descubrir sus sentimientos. ¡Dichoso el hombre que con tales correspondencias puede echar en olvido las molestias de la vida, siempre brevísima para el gozo, y otro tanto larga y cansada para las penas inseparables de ella! Yo no sé si este viajero registra tan de priesa los archivos como escribe los poemas, ni de ello puedo juzgar por la obra que va publicando, de que nada he visto aún, porque estas mercancías sólo llegan aquí de contrabando, y ahora, mal año para el garnesí, ni aun así. Paréceme, sí, por la idea que de ella da la Gaceta, que sus promesas son más espléndidas que sus dones; y esto lo digo más con ánimo de tentar a usted para que me diga lo que juzga de su obra, que para juzgarla o censurarla yo, que fuera grande y temeraria simpleza hacerlo por adivinación. Espantárame yo si después de tantas andanzas hubiéramos hallado alguna buena razón de la sidra. En efecto, tuvo la misma desgraciada suerte que las copias, maguer que no venía con ellas, porque el patrón mallorquín dice que pasando de Tarragona a Tortosa, do debía cargar de madera, fue perseguido por los ingleses, que haciéndole varar en aquella costa, después de haber saqueado su barco, le abandonaron. Que del cajoncito que ahí se le entregara, no quedó rastro ni reliquia, y ciertamente que de cosas que pasan por el tragadero no había que esperarlo de los tales, si es que llegaron a sus manos. Digo esto, porque no sería extraño que pasase por el de los marineros, si es que le hallaron, con tan buena disculpa de su pérdida. Váyase, pues, con Dios, y no importa que no se pueda copiar. Como la carta de usted es tan breve, nada más ofrece que decir; pero en mi última quedó un rezago de contestación, que no debo olvidar, porque estimo mucho la familia de Rollani, y celebro muchísimo que la señora viuda haya tenido el gusto de colocar a uno de sus niños tan pronta y decentemente. Oía por aquí que esta señora trataba de establecerse en Barcelona, y también que pensaba venir aquí, donde de su familia ha quedado todavía una hermana monjita. A bien que Dios le ha dado bastantes conveniencias para vivir donde quiera, y que en escoger un pueblo en que pueda gozarlas con comodidad y sin el bullicio de las enormes ciudades, hará lo mejor que puede hacer. Ítem, deje usted a Valdivia que predique lo que quiera contra nuestros discretos y honestos romancistas, y siga el dictamen de las personas que con menos ceño piensan con mayor prudencia acerca de ellos. Y si Catulo y Tibulo y Juvenal y Terencio se dejan andar entre las manos de los niños propter elegantiam sermonis (quamvis in hoc non laudo), ¿por qué no andarán en las de los viejos las discretas narraciones de Polo (que para mí venció a Montemayor), y las bellas y las chistosas del inmortal Cervantes, que salvó a entrambos del fuego, y aun de las garras del ama y criada de don Quijote, más voraces aún? Viva el buen cura, que queda allí para librar a usted de escrúpulos, sin acudir al remedio de don Bonifacio, el excusador de Gijón, que le inventó contra los rancios malos pensamientos. Mis enhorabuenas al Oscense por la ilustrísima de su hermano mayor. Adiós, amigo mío; salud, y mande usted a su afectísimo servidor q. s. m. b. El Can. P.D. Ahora mismo llega un correo con una sola valija, cosa tan nueva como el venir con ocho; pero en fin en ella viene una de usted de 23 del que acabó, con muchas exclamaciones por las pérdidas, y sobre todo, con buenas noticias de su salud, que hacen contentar con la carta, aunque corta. De la mejoría del amigo sabíamos acá."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3070#";5/3/1807 0:00:00;"Bellver";"Palma de Mallorca";"Juan Bautista Capó";;1807;"Mi muy estimado P. D. Juan Bautista: Estaríamos con algún cuidado por la indisposición que resultó a V.R. de la mala cortadura [de] un callo, de que nos informó Viel, si no hubiésemos sabido que iba ya mejor en su curación. Lo estaríamos también de su largo silencio, si no conociésemos que las impertinencias que van de aquí se han hecho más prolijas y multiplicádose, pues que Planes nos dice que nuestro archivero, en lugar de dos, envió o llevó seis libros, y además nuestro P. don Bruno escribe a don Domingo que V.R. se ocupa en hacer apuntamientos sobre la fábrica del palacio de Valldemusa, por el rey don Sancho. Esto último lo hemos celebrado mucho, porque habiendo hallado dos documentos del rey don Jaime el II con la fecha en Valldemusa, y constando por otra parte la devoción y los designios que tuvo sobre la fundación de Miramar, teníamos alguna sospecha de que hubiese construido, o por lo menos empezado ese palacio. A bien que, pues V.R. tiene las manos en la masa, podemos decir que en buenas manos está el pandero. Lo que deseamos sobre todo es que estas materias sean para V.R. de tanto entretenimiento y gusto como son para nosotros, y que lejos de causarle fatiga, le sirvan de alivio y desahogo en los pocos intervalos que dejan las santas distribuciones de su ministerio. Por acá, gracias a Dios, disfrutamos buena salud y se la deseamos a V.R., a quien este señor renueva la memoria de su amistad y cariño, y yo entretanto me repito de V.R. muy afecto servidor q. b. s. m. Marina."
"http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3071";11/3/1807 0:00:00;"Palma de Mallorca";"Bellver";;"Leonardo Planes";1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.e.4. Somoza (Inventario, pág. 104) la extracta: «Sobre lo mismo que la carta de 16 de enero, y disculpándose de no haber vuelto al castillo»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3072#";15/3/1807 0:00:00;"Bellver";"Tarragona";"Carlos González de Posada";;1807;"Con mucho gusto he recibido, señor canónigo mío, la de usted de 26 del pasado, que trajo el último correo, con tres valijas, pues que me asegura que en medio de las fatigas cuaresmales se mantiene usted bueno y tranquilo. También acá gozamos de uno y otro beneficio, magar que habemos entrado en el invierno mallorquín, que viene siempre rezagado, y tal que parece empeñado en cerrar la puerta a la primavera. Habíase cernido antes un vislumbre de nieve sobre los altos picos del Puigmajor y el de Massanella; ahora cayó más, y se avanzó desde los lomos hasta las haldas del Tex, en cuyo pie se tiende el santo valle de Muza, que diz que también blanqueó. Los vientos son fuertes, mas no se extrañan por esta calidad, que es aquí estacional; pero la nieve los hizo fríos, y esto enguruya un poco, y se siente mucho. Vamos tirando, que el equinoccio está ya encima, y nos promete los mejores días para tender las piernas. Bien hizo usted, o por mejor decir, hizo muy mal, en convertir la malvasía en sidra, porque ciertamente que le hubiera quitado de la cabeza la tentación de enviarla, o por lo menos tentádolo. Y esto, no porque no me sean muy apreciables las pruebas de su amistad, sino porque teniendo tantas, pudiera excusar ésta. Tenemos aquí malvasía, que hicimos traer originalmente de Sitges, y tenemos la de Mallorca, que no le va en zaga, ni le debe ceder sino en la circunstancia de no ser tan firme, falta que sin duda podría remediarse. Hayla seca y dulce, y si usted quiere probarla, y lucir allá con el paralelo, fácil es de darle este gusto. De aquí inferirá usted cuánto celebro que su Sitges haya ido a la tierra de los chupones, donde hará más figura. En cuanto a la garnacha, ya ve usted que quien la vistió tanto tiempo de mozo, se acomodará de viejo a otros abrigos; siento empero su pérdida, porque creo que usted la sentirá, y más y más, porque habrá servido para que se relaman con ella otros chupones. ¡Mal año para ellos! Mucho me ha gustado el estilo de esta última carta de usted, que (aunque sin desdecir del de otras) tiene un particular desahogo, como si la priesa de las fiestas empujase y diese más fácil salida a las ideas y más fluidez a las frases. Dicen que el estilo se debilita y empeora en la vejez. Puede ser cierto en las obras de elocuencia, en que tanta parte tiene la imaginación; pero no, voto a tal, en el de la correspondencia epistolar, en que a la mayor madurez y firmeza de las ideas se junta la mayor facilidad que da el hábito de expresarlas. ¡Cuánto más en cartas no estudiadas y familiares y amistosas, en que el estilo sale de la abundancia del corazón! Mucho celebro que usted me apunte la especie sobre el Ferrario que buscaba, y que con la luz que me da procuraré poner en claro. Así tuviera usted a la mano alguna historia del monasterio de San Feliú de Guixols, cuyo abad Bernardo, concurrente a esta conquista, fue nombrado antes que Ferrario para esta silla, proyectada en ella, aunque no la ocupó. Bueno fuera saber su apellido y algo de su vida para descubrir si lo estorbó la muerte o la falta de confirmación pontificia. Esta hubo de estorbar la posesión de Ferrario (si fue el de San Martín), y no su promoción a Valencia; pues antes que fuese conquistada, ya estaba entronizado en Mallorca don Ramón Torrelles, cuyas memorias, según los manuscritos de Alemany, empiezan en 1234, y según Dameto hacia el 1238. Ya resollará Poncio cuando menos se piense; es menester dejarle con su genio laborioso y comunicativo. Figúrome yo que escribirá cada correo a una o dos docenas de amigos, y es menester esperar la vez como los aguadores de Puerta-Cerrada. A bien que tras de las ferias pasadas viene el ligero oficio pascual. Hállele a usted bueno, que es lo que importa, y entretanto sepa que le ama su afectísimo servidor y paisano q. s. m. b. El Mariñano."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3073#";18/3/1807 0:00:00;"Barcelona";"Bellver";;"Valentín García";1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.d.12. Somoza (Inventario, pág. 103) la extracta: «Sobre la salud del obispo, y un recomendado»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3074#";19/3/1807 0:00:00;"Gijón";"Bellver";"Sor Manuela Antonia del Espíritu Santo";;1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. C.e.3. Somoza (Inventario, pág. 109) dice: «Dándole a don Gaspar las gracias por sus beneficios y hablándole extensamente de la enfermedad de su hermana doña Josefa (con un apunte bibliográfico al respaldo)»."
"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3075#";24/3/1807 0:00:00;"Pollença";"Bellver";;"Juan Ducros";1807;"Perdida. Estaba en el archivo de Fuertes Acevedo, leg. A.f.6. Somoza (Inventario, pág. 104) la extracta: «Envía para Jovellanos un cuaderno con una Disertación y ofrece sus respetos»."
