"Id";"Objeto";"Fecha";"LugarEmision";"LugarRecepcion";"EscribeA";"RecibeDe";"año";"TextoCarta"
12;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2829#";30/3/1776 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Muy señor mío y de toda mi veneración: Si las musas salmantinas no tuvieran una justa vergüenza de parecer ante las hispalenses, yo osaría remitir a V.S. alguna composición menos imperfecta que las que producía este desapacible terreno antes de la venida de Dalmiro. Este ingenio, a todas luces grande, me animó a la poesía, y a él debo el tal cual gusto que tengo en ella; y sería en mí una culpable deslealtad no pagar con algún elogio a quien le alaba tanto como V.S., y merece ser alabado tan dignamente. La majestad, la pureza del estilo, el entusiasmo, la armonía y todo lo demás que compone la buena poesía, y se halla tan bien en el idilio Vida de Jovino, me hizo desde luego formar un gran concepto del autor y de su delicado gusto. El padre prior de este convento de Agustinos, que me favorece con su amistad, y a quien debí el gusto de verlo, me lo adelantó con las noticias de V.S. y de sus amables calidades; y esto, junto al amor que profeso a este bello ramo de la literatura, y a los que lo cultivan felizmente, me hizo emprender la canción que dirijo a V.S. Bien conozco su corto mérito y cuánto le falta para el grado de perfección a que llega el idilio; pero la recomendación del buen afecto de su autor, si no basta del todo a disculparla, podrá hacer tolerables los defectos de menos bulto y la osadía con que se ha atrevido a molestar a V.S. Sírvase V.S. ponerle en el número de sus apasionados, y si sus graves ocupaciones se lo permiten, mantener alguna correspondencia con las musas salmantinas y hacerlas partícipes de algunas producciones. Éstas lo desean con ansia y lo tendrán a singular favor, y yo el que V.S. me cuente entre sus más afectos y me mande en cosas de su gusto. Besa las manos de V.S. su más apasionado servidor Juan Meléndez Valdés."
13;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2830#";18/5/1776 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Puedo hacer a V.S. el mismo cargo por los elogios excesivos que verdadera mente desperdicia con mi canción, pues yo no hallo en ella otro mérito que el de la digna elección del objeto. Quise ver a Píndaro, por ver si acaso, y sin yo pensarlo, como sucede muchas veces, había seguido en algo sus huellas; pero desengañéme bien presto y avergoncéme de mi vanidad. Es inimitable este lírico, y sus ideas magníficas están muy lejos de las que nosotros podemos concebir, quizá por la diferente educación."
14;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2833#";1/8/1776 0:00:00;"Sevilla";"Madrid";"Campomanes";;1776;"Muy señor mío y mi favorecedor: Entregará a V.S. la presente don Juan Ceán Bermúdez, profesor del noble arte de la pintura, que después de unos buenos principios tomados en la Academia de esta ciudad, pasa a la corte para perfeccionarse en ellos. Muchos años ha que, conociendo yo su aplicación y el sobresaliente genio de que le dotó la Providencia para aquel arte, había formado el designio de enviarle a Roma, convencido de que éste era el camino más breve y más seguro de que llegase a perfeccionarse; pero como nunca correspondieron mis facultades a mis deseos, fue necesario que me conformase con otro pensamiento, si no tan útil ni tan conforme con mis ideas, al menos más proporcionado a los auxilios que puedo darle. Con efecto, le envío ahora a la corte con las precisas asistencias para su decente porte y manutención; pero nada habré conseguido si las personas aficionadas a las artes y a quienes yo debo el favor que a V.S. no me ayudan al complemento de mi designio. Deseaba yo colocarle al lado del Sr. Mengs, ya fuese en calidad de discípulo o aprendiz, o ya en la de aficionado, de manera que aquel célebre profesor, en quien fía España la restauración del buen gusto en la pintura, se encargase de dirigirle, instruirle y corregirle, permitiéndole copiar sus obras, observar la ejecución de ellas y, teniéndole con asiduidad a su lado, inspirarle sus conocimientos y ser su maestro. Para esto me valgo del favor de V.S., a quien no haré presente que me ha servido doce años, que ha nacido en el Principado de Asturias, ni que estoy encargado de su fortuna, sino solamente que es profesor de un arte que V.S. estima y protege, que tiene para él un talento nada común, y en fin, que promete, por su aplicación y buenos principios, que podrá ser con el tiempo un profesor acreditado. Como V.S. verá, tiene muy buena figura, muy buen modo y muy buena crianza; sus costumbres no sólo son arregladas, sino ejemplares; sus luces y su ingenio son de los más despiertos, y en conclusión, yo hallo en él todas las cualidades apetecibles. Tal vez el cariño que le profeso y el agradecimiento a sus buenos servicios me hacen ponderar sus prendas, pero la estimación de todas las gentes en los pueblos en que ha estado es en su favor un testimonio indefectible. Por todo, le recomiendo a V.S. con el mayor encarecimiento y me profeso su mayor servidor Jovellanos."
15;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2833#";3/8/1776 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Muy señor mío y de mi mayor veneración: Esperando de correo en correo la Didáctica que V.S. me anuncia en su postrera carta, y queriendo yo, por otra parte, ofrecer a V.S. algo de mi cosecha que acreditase la estimación que hago de sus sabios avisos y la docilidad con que los ejecuto, me he ido deteniendo aún más que ya debiera en mi respuesta, casi olvidándome de demostrar a V.S. mi justo agradecimiento por los excesivos elogios con que se sirve honrarme; éstos son tales, que su misma grandeza me estorba, y la ignorancia mía se confunde entre ellos... Mas, si no los admito por este término, los aprecio y apreciaré siempre como unas sencillas pruebas de la estimación que he merecido a V.S. El juicio de ese caballero es también muy benigno. Mi segundo soneto sólo puede pasar por una mediana composición pastoril y nada más; pero, sea como fuere, este mismo juicio y esa misma suavidad en la crítica me ha hecho copiar la docena y media que acompaña a ésta, y que son todos los que hasta ahora he hecho, de donde espero, si no una igual censura (porque ésta no me está a mí bien), a lo menos otra menos apasionada, y que diciéndome dónde yerro y dónde no, me enseñe y me corrija con sus avisos. La materia de ellos toda es de amor, por las mismas causas que V.S. me insinúa en su última carta. El ejemplo de nuestros poetas, la blandura y delicadeza de sentimientos, la facilidad en expresarlos, mi edad y otras mil cosas, me hicieron seguir este rumbo, y si a V.S. le pareciere menos grave o digno de una tal persona, perdóneme y discúlpeme mi buen afecto. Excitado de lo que V.S. me dice, he emprendido algunos ensayos de la traducción de la inmortal Ilíada, y ya antes alguna vez había probado esto mismo; pero conocí siempre lo poco que puedo adelantar, porque, supuestas las escrupulosas reglas del traducir que dan el obispo Huet y el abate Régnier en su disertación sobre Homero, y la dificultad en observarlas, el espíritu, la majestad y la magnificencia de las voces griegas dejan muy atrás cuanto podamos explicar en nuestro castellano, y por mucho que el más diestro en las dos lenguas y con las mejores disposiciones de traductor trabaje y sude, quedará muy lejos de la grandeza de la obra. Las voces griegas compuestas no se pueden explicar sino por un grande rodeo, y los patronímicos y epítetos frecuentes, y que allí tienen una imponderable grandeza, no sé si suenan bien en nuestro idioma. Esto hace que precisamente se ha de extender la traducción un tercio más que el original, como sucede a Gonzalo Pérez en su Ulixea, y esto le hará perder mucho de su grandeza. Yo, en lo que he trabajado, que será hasta trescientos versos, procuro ceñirme cuanto puedo, y hasta ahora, con ser la versión sobrado literal, calculado el aumento de los versos exámetros con respecto a nuestra rima, apenas habrá el ligero exceso de veinte versos. Espero que en todo este mes y el siguiente tendré acabado el primer libro (aunque ahora todo soy de Heinecio y de Cujacio), y si V.S. gusta verlo, lo remitiré para entonces. En lo demás no tiene V.S. que esperar de mí nada bueno: los poemas épicos, físicos o morales, piden mucha edad, más estudio y muchísimo genio, y yo nada tengo de esto, ni podré tenerlo jamás. Estoy aprendiendo la lengua inglesa, y con un ahínco y tesón indecible. La gramática de que me sirvo es la inglesa-francesa de M. Peyton; pero más que todo, me aprovecha el frecuente trato con dos irlandeses de este Colegio, criados en Londres y que nada tienen del acento de Irlanda; ya traduzco alguna cosa y entiendo muy bien la pronunciación y la algarabía de las letras. Dios quiera que algún día pueda entablar una correspondencia inglesa con V.S. y mostrar en mi adelantamiento la estimación que hago de sus avisos. Yo desde muy niño tuve a esta lengua y su literatura una inclinación excesiva, y uno de los primeros libros que me pusieron en la mano y aprendí de memoria fue el de un inglés doctísimo. Al Ensayo sobre el entendimiento humano debo y deberé toda mi vida lo poco que sepa discurrir. Sírvase V.S. decirme los libros que más puedan aprovecharme, tanto poetas como de buena filosofía, derecho natural y política, pues en estos ramos de literatura he hecho y deseo hacer una buena parte de mi estudio. Dé V. S. mil respetos de mi parte a este caballero que tanto me favorece con sus censuras, por no decir elogios, mientras yo ruego a Dios guarde la vida de V.S. los muchos años que deseo. B. l. m. de V.S. su seguro servidor y afectísimo amigo Juan Meléndez Valdés."
16;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2834#";24/8/1776 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Muy señor mío y de toda mi veneración: El correo pasado no pude dar a V.S. las debidas gracias por los dos cuadernos de poesías que se sirve remitirme, por estar sumamente ocupado y no haber sido mío en todo el día; comí fuera de casa, y me embarazaron la tarde y noche, ni tampoco pude abocarme con nuestro Delio, para que a lo menos respondiera a V.S. Ya las hemos leído con indecible gusto, y, aunque V.S. nos encarga que las juzguemos, nos confesamos desde luego de hombros débiles para tanta carga; yo, a lo menos, de un genio suave y bondadoso por naturaleza, además de mis cortos años, que aún no llegan a los legales de la censura, apenas puedo advertir en las más de las obras los defectos que notan con tanta frecuencia los críticos desapiadados, y antes presumo que serán o mal gusto o ignorancia mía que verdaderos yerros del autor; pero, no obstante eso, cuando las iba leyendo, hice algunas observaciones sobre el estilo, locución y fondo de las piezas, conviniéndome en todo y caminando sobre el juicio que V.S. nos hace de ellas. Las cantinelas anacreónticas me parecen muy largas y que pierden alguna cosa por la uniformidad de la asonancia, no muy escogida; el oído se cansa, y como el fondo de ellas es (a mi ver) uno, como que las recibe por una sola; parece que la naturaleza de estas composiciones es el que sean cortitas, porque ni admiten las largas descripciones, ni las figuras, ni la gravedad frecuente de sentencias, ni los demás adornos que pueden sostenerlas. El mismo Anacreonte no fue tan feliz en la 53 por querer extenderse, y tuvo que dar alguna más fuerza a la pintura de su ausente para no decaer y mantenerse en ella. Al mismo tiempo me parecen más sátiras o censuras que anacreónticas; los olores, las flores y los vinos de que están salpicadas son como pies o estribillos para dilatarse en largos discursos de la ambición, la vanidad, la soberbia, la avaricia y otros vicios: esto tampoco me parece ser muy del genio de Anacreonte, pues aunque censura y enseña mucho, como todos los antiguos, es de otra manera y como por incidencia y ligeramente, haciendo el principal intento en pintar sus amores y convites y beodeces. Yo en esta clase de composiciones quisiera que tan sólo siguiéramos a este buen viejo, pues es (a mi entender) el modelo mejor de la gracia, la soltura y la delicadeza del amor, los juegos y las risas. Villegas, que es de los nuestros el que mejor ha llegado a imitarle, le es muy inferior en las composiciones originales. Pero, volviendo a nuestro propósito, el estilo y la locución no son muy castigados en las cantinelas anacreónticas, y padecen la inconsecuencia de unir las voces más modernas y de este siglo con las antiguas, y tan antiguas, que muchas de ellas son de un siglo anteriores al tiempo en que se nos supone haber florecido Melchor Díaz. Las voces barragán, cata, en somo, guarte, ver neto, sendos, sandios, escombros, artero, gayo, arterías (por astucias), plañer, lueñe, empecer, mandra, son un siglo antecedentes a Garcilaso, ni creo que Boscán, que usa más de estas voces antiguas, usase mucho de ellas. Pues poniendo aquéstas y la nota del prólogo a par de las siguientes: mozalbete, embeleco, avechucho, picaruelo, espantajos, odiarlas, aspavientos, malas migas, festejo, y otras muchas de tantos modos de hablar vulgares, como v. g.: sin tantas alharacas, sin tantos aspavientos, pescas de mosquitos, meter bulla, hacer pucheros, estoy que con un toro puedo apostar a rejo, sarnosos perros, besar con avispas, tener mala la testa, saltar y brincar, etc., etc., creo que no pueden hacer muy buen contraste; y después de conocerse con evidencia la falsedad de la antigüedad que pretende fingir este poeta, dan a entender ser poco trabajadas, y un gusto sin tanta delicadeza como piden estas composiciones. Es cierto que El Amor enamorado, si no quisiera decirlo todo y pintar de tantas maneras los temores de Corroa y los dolores del Amor herido, sería de las mejores; pero esta misma abundancia la hace estéril, y no puede compararse con el mismo pensamiento, tratado ya en prosa por el señor de Montesquieu después de su Templo de Gnido. Creo que habrá V.S. leído a este gran hombre aun en estos dos pasatiempos, y por tanto dejo de alabarlos. Es lástima que la Efigie de los amores tenga el verso «el grave porro seco». La voz porro o porra (que decimos hoy) es muy grosera; yo hubiera dicho clava y lo hubiera dispuesto de otro modo; pero la conclusión es feliz y muy digna del original. Mas ¿dónde voy yo con una crítica tan severa? ¿Ni qué soy yo para una tal censura? V.S. perdone este arrebatamiento a mi musa, porque el continuo estudio que he puesto por imitar en el modo posible al lírico de Teyo y su graciosísima candidez, me hacen parar, contra mi genio, aun en los más ligeros defectos de estas composiciones, confesando también que las mías no están aún libres de ellos, ni pueden sufrir una censura. Convengo desde luego en que las traducciones son de la segunda clase, aunque entre todas se distingue mucho la de Lucano, y en ella el razonamiento de Labienio. La lamentación de Adonis y la oda postrera son, a mi ver, del primer orden, aunque he notado en la lamentación los siguientes versos poco armoniosos: ¡Ay, ay de ti, Venus! finó el bello Adonis.../ Y el eco altamente lo repite.../ ¡Ay, ay! así que vio y de su Adonis.../ Ungüento, Adonis haya perecido.../ Al muerto Adonis con sus alecitas.../ El bello Adonis ha ya perecido.../ y algún otro. En la oda no me agrada el verso quinto de la primera estancia, ni el ya lo dejo con que concluye. Quisiera yo que aun no tuvieran estas dos piezas estos ligeros defectillos; pero en medio de estas pequeñeces, que me he tomado la libertad de notar de paso, se halla en todas las piezas mucho furor poético, buen orden, claridad y el bello gusto de imitación, con otros primores, que sólo se sienten y no pueden decirse, y es mucha lástima que la égloga del Pañuelo tenga la chuscada de colmadito (yo hubiera dicho «asaz colmado», o «bien colmado», o «muy colmado»), y alguna otra voz menos castigada y sencilla. Pero pasando al poema de La reflexión, convengo de la misma manera en que es algo difuso; en donde trata de la esencia de Dios está bastante largo, y con menos palabras se pudiera decir lo mismo; mas donde sigue hablando de las sectas de los filósofos Platón, Aristóteles, Pitágoras, etc., me parece a mí que, elevándose con un aire magistral en ocho o diez versos, los pudiera confundir y estuviera mucho más hermoso. Yo no estoy por que el poeta lo diga todo; debe callar mucho y omitir, en cuanto sea posible, las ideas intermedias (como lo hacen Virgilio y Horacio), para que el ánimo sienta otro nuevo placer buscándolas, y como que él en semejantes lances se lisonjea de que el poeta lo ponga en obra y le deje algo que investigar y discurrir. También es redundante donde habla de las ciencias, mostrando su necesidad para la reflexión, y a mí me parece que esto debiera tocarse muy de paso, porque nadie lo duda. La locución es bastante buena, aunque tiene algunos defectillos, como las poesías antecedentes, y a la verdad que se echa en ella menos aquella pureza y valentía de dicción del Epicteto de nuestro Quevedo, que es la obra didáctica que le asemeja en algo. Yo en las producciones del buen gusto señalo una medida para juzgarlas, y a proporción que las demás se acercan a ella o la exceden en algo, las hallo más o menos perfectas, así como a medida que una epopeya se asemeje más o menos a la Eneida y a la Ilíada, será más o menos hermosa. De las sentencias, la de que el alma obra siempre, que el bruto piensa y que sólo la reflexión nos diferencia de él, y la de las semillas de las ciencias grabadas en la mente, donde parece que abraza las ideas innatas, no me toca juzgar. Mis cortos años y mi ignorancia y mis cortos estudios me oprimen y embarazan para este empleo, aunque la primera ya la vi bien tratada en una de las Noches del doctor Young. Pero en medio de todo esto, la moral y las doctrinas son excelentes, y reina en toda la pieza un aire magistral y mil hermosuras y salidas poéticas y llenas de calor y de genio. Dejéme llevar, contra el mío, del furor de las Musas, y de otro mayor gusto en cumplir el precepto de V.S. Mil expresiones de nuestro Delio, sumamente ocupado en cosas del oficio, ni advertí cuán difuso soy y cuán lentamente y sin piedad censuro los lunares y manchas más pequeñas. V.S. perdóneme este arrebatamiento, y seguro de mi afecto, mande a este su finísimo apasionado y amigo. B. l. m. de V.S. su mayor y más seguro afecto servidor Juan Meléndez Valdés."
17;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2835#";14/9/1776 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Lo paso muy mal, con un gravísimo dolor de cabeza, que no me deja vivir seis días ha. Ni he dormido las noches, ni descanso los días... Desde el año pasado, que caí malo y arrojé alguna sangre, me ha quedado una destemplanza lenta... ¡Si V.S., amigo, pudiera con sus plegarias librarme de esto, como me ha convertido con sus amonestaciones de escribir amores y ternuras!"
18;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2836#";28/9/1779 0:00:00;"Salamanca";"Sevilla";;"Fray Diego González";1779;"La Epístola didáctica de V.S. ha causado en Batilo y Delio aquel efecto que tuvo por motivo su autor para tomarse la fatiga de escribirla. Delio, al menos, da una firme palabra de, o no cantar jamás, o emplear su canto en alguna de las graves materias que V.S. se sirve poner a su cuidado, haciéndole el honor de creerle capaz del desempeño. El coturno es mucha altura para una cabeza tan débil como la de Delio."
19;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2837#";8/10/1776 0:00:00;"Salamanca";"Sevilla";;"Fray Diego González";1776;"Recibí la muy apreciable de V.S. a la sazón en que estaba conversando dulcemente en mi estudio con el buen Batilo... Uno y otro damos a V.S. repetidas gracias por la remesa de las poesías filosóficas... Batilo está muy amonestado por mí para que no piense en otra cosa que en su perfecto restablecimiento. Actualmente está tomando leche de burras, y así en su juicio como en el mío, se halla notablemente mejorado. Con toda frecuencia voy a sacarle de su posada y llevármele a gozar del campo. Había comenzado a contestar a la epístola didáctica, y yo le he mandado con todo imperio que no prosiga por ahora, so pena de incurrir en el desagrado de V.S., a quien doy nuevas gracias por la singular fineza con que desea y solicita la salud de este amable joven. Yo, en calidad de apoderado de V.S. para este efecto, no dejaré de maniobrar hasta conseguir su restauración. Quisiera estar de parte de noche a su lado (sic)... Si él fuera tan desidioso como Delio, con menos motivo y sin tan superior precepto, observaría una perfecta dieta literaria; pero Batilo es muy incontinente en punto a libros, y el demasiado estudio que hizo el año pasado para el grado de bachiller, ha sido, en mi juicio, la única causa de su enfermedad. Tuvo una función muy lucida, que yo presencié con mucha complacencia; pero ahora está penando el exceso. En fin, gracias a Dios, va mejorando."
20;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2837#";;"Sevilla";"Salamanca";"Fray Miguel de Miras";;1776;"Mireo mío: Vea usted esa carta de nuestro Delio, y consuélese por las buenas noticias que trae de Batilo, cuya salud tanto nos interesa. Gracias a Dios, el mal no es tanto como temíamos, y con algún cuidado podrá repararse la quebrantada salud de un joven en cuya conservación también se interesa la causa pública...No quise escribir a usted ayer, por si venía algo de Salamanca. Ya va todo, y con ello el corazón de su tierno amigo Jovino."
21;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2840#";23/11/1776 0:00:00;"Sevilla";"Salamanca";"Fray Diego González";;1776;"Carta perdida. Ceán Bermúdez dice: «[Me acuerdo] de otra que escribió al P. González en 23 de noviembre de 1776, recomendándole el verso endecasílabo para el poema de Las Edades, que componía aquel imitador de fray Luis de León, y haciéndole observaciones delicadas sobre el buen gusto y artificio del metro» (Memorias, pág. 292). Jovellanos, por tanto, le recomendaba el endecasílabo blanco. Era su respuesta a la anterior de Delio."
22;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2839#";3/11/1776 0:00:00;"Salamanca";"Sevilla";;"Fray Diego González";1776;"Recibo la de V.S. con el Pope, que leeré tantas veces cuantas basten para tomarlo de memoria, meditar mucho sus bellezas, seguirle el genio y revestirme de su espíritu. El correo pasado recibí de mano de Batilo el plan del poema de Las Edades... No sólo me gusta y enamora, como todo cuanto sale de la pluma de V.S., sino que también me incita poderosamente a poner desde luego en ejecución el designio... Aunque presumo que V.S. será de parecer de que el verso que se haya de usar en el poema debe ser libre y exento de toda rima, espero su expreso parecer en el asunto."
23;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2841#";;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1776;"Nuestro Delio leyó con gusto el plan de la primera edad; y aunque al principio se me resistió alguna cosa, cuasi acabé de persuadirle a que emprendiese esta obra, digna, por cierto, de su estado, su profesión, sus años, su literatura y delicadísimo gusto. Tratamos después de los libros que pueden conducir al plan de V.S., y, en la poca noticia que tengo de estas cosas, le apunté de los míos: Los Caracteres, de Theofrasto. Los Caracteres de nuestro siglo, de Labruyére. Los Pensamientos, de Pascal. Esta obra me parece un tejido bellísimo de pensamientos, que describen maravillosamente al hombre. Tienen grandeza y semejanza con las Noches, de Young. Sus máximas son dignas de que tengan lugar en el poema de Las Edades. Malebranche y Locke me parecen bastantes para indagar las causas de los errores. Séneca. No debe dejarse de la mano. Con todos estos, y con la asidua meditación del hombre mismo, de sus vicios, de sus virtudes y sus inclinaciones, se puede recoger un caudal suficiente de máximas, que, vestidas y ataviadas por la musa de Delio, merezcan la aprobación y el aplauso de los entendidos. Las verdades morales a mí me parece que se estudian mejor por la meditación del hombre y la frecuente observación de todos los estados, que por los libros. Nuestro Delio es del mismo sentir, y creo que, si lo toma con el empeño que la obra merece, haga alguna cosa de provecho."
24;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2842#";8/2/1777 0:00:00;"Salamanca";"Sevilla";;"Fray Diego González";1777;"Acuérdome que V.S. me ha dicho que tenía formado el plan de una comedia, con el fin de que la escribiese Liseno. Éste, noticioso de ello, me importuna y clama en sus cartas por él. Estimaré que, si en ello no tiene inconveniente, me lo envíe para satisfacer los deseos de aquel joven, de cuyo talento se puede esperar que la formalice a satisfacción."
25;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2843#";;"Salamanca";"Sevilla";;"Fray Diego González";1777;"Batilo anda al presente algo malillo y desmejorado. Creo que son resultas de haber trasnochado en los últimos días del Carnaval, en que este corregidor permitió baile de máscaras en la casa de la marquesa de Almarza, y al buen Batilo se le ofreció el vestir de abate italiano, y concurrir a sazonar la función con varias gracias que decía a cuantos le preguntaban algo. No sirva esto de acusación. Ello es que Batilo trasnochó y se agitó más de lo que permite su delicada complexión."
26;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2843#";14/4/1777 0:00:00;"Salamanca";"Sevilla";;"Juan Meléndez Valdés";1777;"Amigo y señor: Cuando esperaba poder escribir a V.S. largo y satisfacer a tanto como debo, me hallo nuevamente imposibilitado no sólo de hacerlo, sino de poner dos letras con juicio, aturdida mi cabeza con un tropel de ideas tristísimas y lleno mi corazón de aflicción. Acabo de recibir la triste noticia de que un hermano mío está en Segovia malo de bastante peligro y sacramentado; él es el único que me ha quedado; él me ha criado, a él debo las semillas primeras de la virtud y, muertos ya mis padres, a él sólo tengo en su lugar y él sólo es capaz de suplir en alguna manera su falta. ¡Qué noticia para mí, y cuál estaré! Yo salgo de aquí por la mañana, a cumplir con mi obligación y asistirle, o morir de dolor a su lado. Ahí va la respuesta a la exquisita Didáctica de V.S.: el parto de los montes después de cuatro meses y tantas promesas es lo que V.S. verá, en mil maneras defectuosa y que apenas se sostiene en los 100 primeros versos; éstos son los únicos que pude trabajar en el ardor primero de la composición y antes que cayese malo; después acá apenas he hecho una docena de versos de seguida, y ni el plan es el que pensé primero, por el descuido de haberle fiado a la memoria. Pero cuanto yo pueda decir es nada con los defectos que V.S. y el delicado Mireo notarán en ella. Vv. Ss. denla mil vueltas y no la perdonen, pues nada hay más apreciable que una crítica desapasionada y juiciosa. Nuestro Delio marcha mañana de madrugada a una granja de su convento por unos días; quédome encargado, y yo tomé sobre mis hombros antes de saber las malas nuevas de mi hermano, responder a V.S. y exponer algunos ligeros reparillos sobre el plan de la pastoral (bien que a una voz convenimos ambos que es excelente y en todo delicado). Pero ¿cómo exponerlos ahora? Yo me reservo esto y el asunto de Homero para cuando vuelva a esta ciudad con el gusto de dejar a mi hermano fuera de peligro; en tanto, señor, V.S. perdone mi omisión causada en parte de mi mal y también en parte de lo ocupado que he estado en asuntos de Universidad, como Vicerrector, en arreglo y dotación de cátedras y otras mil impertinencias opuestas a mi genio. Y mande V.S. a su afectísimo de todo corazón q. s. m. b. Juan Meléndez Valdés. Nada de cuanto digo en mi respuesta es dictado por la lisonja; la aborrezco y aborrezco a los que se humillan hasta esta bajeza, pero la idea que yo he formado de V.S. es tal que, aunque pusiera otros ciento o doscientos versos, no pudiera explicarla y el excesivo cariño que profeso a V.S. Mi respuesta debió haber ido en el correo de la Pascua, y efectivamente así se lo dije a nuestro Delio, y he seguido con el engaño, porque no me riñera; pero mis quehaceres y el gran deseo que tenía de escribir a V.S. largo la han ido dilatando hasta ahora. V.S. perdone y mande de nuevo a su affmo. Salamanca y abril 14."
27;"#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2845#";6/5/1777 0:00:00;"Salamanca";"Sevilla";;"Fray Diego González";1777;"Aún se halla Batilo esperando en Segovia el fin de su pobre hermano [...] Se me angustia el corazón cuando contemplo la perfecta semejanza de la complexión de Batilo con la de su hermano, y temo mucho por aquel amable y precioso joven. Le amo con extremo. [...] Remito a V.S. el adjunto papel al mismo modo que los días pasados. Me lo dirigió don Juan Forner, autor de aquella epístola que ya vio V.S. A Batilo no le congenian las producciones de Aminta: parécenle duras y desabridas a su dulce ánimo. Delio, aunque no deja de admirar en ellas varias bondades, se desagrada de la mucha oscuridad que en todas afecta su autor; le enfadan las cosas que no se dejan entender en fuerza de una simple lectura, y aborrece los negros escritores que escriben y trabajan para no ser entendidos. Creo que Jovino, en medio de su gran facilidad en comprender, se ha de parar más de dos veces a conjeturar el sentido de algunos pasajes de la presente composición de Aminta."
