Objeto;Fecha;Lugaremisión;Lugarrecepción;Escribea;Recibede;año;Textodelacarta
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2504#;7/7/1797 0:00:00;Gijón;Madrid;Juan Meléndez Valdés;;1797;Perdida. Alude a ella en el Diario, fecha indicada: «Carta a Meléndez, que se vuelva corriendo a Valladolid».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2505#;14/7/1797 0:00:00;Gijón;Madrid;Felipe Antonio Fernández Vallejo;;1797;"Perdida. La extracta en el Diario, fecha citada: «Carta al Gobernador [del Consejo de Castilla]; enhorabuena del ascenso de su sobrino; gracias por Villamil; que si sólo se trata de imprimir la Recopilación, es lástima ocuparle en ello; si de corregirla, no hay valor para tanto en el Consejo; las Instituciones de Castilla no instan, pues no es de esperar que se destierre el Derecho romano de las Universidades; opino por la edición de las Partidas; le doy cuenta de mi proposición, y deseo de permanecer aquí, y de que componga con Capmany el expediente frailesco»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2506#;15/7/1797 0:00:00;Gijón;;Juan Pérez Villamil;;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «A Villamil sobre su comisión».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2507#;15/7/1797 0:00:00;Gijón;Madrid;Isidro Carnicero;;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «Carnicero, librándole 50 doblones».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2508#;18/7/1797 0:00:00;Gijón;Madrid;Sociedad Económica de Madrid;;1797;"Perdida. La extracta en el Diario, fecha indicada: «Respuesta a la Sociedad [Económica Matritense]: que mis principios sobre montes están en el Informe de Ley Agraria; que basta referirse a ellos. ¿Quiere que los exorne y amplíe? Harélo, primero, si me suministra auxilios; segundo, si no me apremia a la brevedad»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2509#;19/7/1797 0:00:00;Gijón;;Pedro Joaquín de Cifuentes?;;1797;"Perdida. La resume en el Diario, fecha citada: «A Cifuentes, recomendando a Miera y preguntando si es tiempo de volver sobre lo del Consulado; le hablo de iglesia»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2510#;20/7/1797 0:00:00;Madrid;Gijón;;Martín Fernández de Navarrete;1797;"Perdida. La extracta en el Diario, fecha indicada: «Correo: que están mis propuestas a Marina todas despachadas; tan bien, dice Navarrete, como podíamos prometernos. Indica un proyecto de educación más vasto, en que tendré parte yo, y este Instituto; veremos; merece pensarse»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2511#;21/7/1797 0:00:00;Gijón;Madrid;Conde de Revillagigedo;;1797;Perdida. Alude a ella en el Diario, fecha citada: «A Revillagigedo, sobre la nueva Comandancia de San Esteban».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2512#;21/7/1797 0:00:00;Gijón;Sevilla;Juan Agustín Ceán Bermúdez;;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «A Ceán, sobre artistas».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2513#;21/7/1797 0:00:00;Gijón;Madrid;Manuel de Albuerne;;1797;Perdida. La resume en el Diario, fecha indicada: «A Albuerne, oficial de Hacienda de Indias, sobre reparo de que el Racionario tenga derecho en las certificaciones».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2514#;24/7/1797 0:00:00;Gijón;Madrid;Juan Meléndez Valdés;;1797;"Perdida. La extracta en el Diario, fecha citada: «A Meléndez, clamándole que huya de la corte a gozar de su buena reputación en el retiro de Valladolid; que envíe un cajoncito con los libros; que algunos se le podrán despachar acá»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2515#;24/7/1797 0:00:00;Madrid;Gijón;;Ministerios de Estado y Marina;1797;"Perdidas. Las extracta y comenta en el Diario, fecha citada: «Correo: ¡qué día para Asturias! Primero, concedido cuanto se propuso para carretera; segundo, ídem cuanto para el Instituto, menos los grados para los pilotos; celebrámoslo en casa, y entre los amigos; se dispone una iluminación de pronto en el Instituto y mando buscar cohetes; se verifica en medio del gozo más puro y inocente de los muchachos; acude todo el pueblo; todo alegría, bulla y contento»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2516#;25/7/1797 0:00:00;;;Nicolás de Llano Ponte;;1797;Perdida. Alude a ella en el Diario, fecha citada: «A las seis escribiendo a Ponte, que vuelva sobre la solicitud de censo».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2517#;25/7/1797 0:00:00;Gijón;Madrid;Martín Fernández de Navarrete;;1797;"Perdida. La resume en el Diario, fecha citada: «Gracias a Navarrete, y contestación sobre su proyecto de educación; que entraremos a la parte, y haré en esto cuanto alcance»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2518#;25/7/1797 0:00:00;Gijón;Madrid;Conde de Revillagigedo;;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «A Revillagigedo, pidiendo su favor y el de Proust».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2519#;26/7/1797 0:00:00;Gijón;Madrid;Juan de Lángara y Huarte;;1797;"Perdida. La extracta en el Diario, fecha citada: «Al ministro de Marina, que la guerra con Inglaterra y la distancia y el idioma de Alemania hacen necesario que el viaje de [Timoteo Álvarez] Veriña [y Cadrecha] sea a Francia, y siéndolo, que estudie la teórica tres años en París, y pase luego a la práctica por otros dos, a Lieja, Limburgo o algún otro de los territorios carboneros de la República; que [José] Alvargonzález [Zarracina] a Segovia, sin tiempo, porque esto pende de los progresos que hiciere y del juicio de [Luis] Proust»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2520#;26/7/1797 0:00:00;Gijón;Madrid;Manuel Godoy y directores de Caminos;;1797;"Perdidas. Las extracta en el Diario, fecha citada: «Al Príncipe de la Paz, con gracias; a los Directores de caminos, que me informaré del estado de fondos y avisaré a don Antonio Noriega, reconociendo que se debe a su celo y actividad el beneficio de la carretera, pidiendo que ayude mi celo para acabar esta grande obra; que ponga corrientes las consignaciones de salinas; que se dé aviso al Consejo si no está hecho; que ya escribí a León; que los proteja si representaren; que faltará dinero a censo y nada omitiré por hallarle; aquí no lo espero»."
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2521;27/7/1797 0:00:00;Madrid;Gijón;;Juan Pérez Villamil;1797;"Perdida. La resume en el Diario, fecha indicada: «Villamil envía su plan de trabajos, bellamente escrito; alguna afectación de purismo en su estilo; propone: primero, corrección de la Recopilación; segundo, unas Instituciones castellanas; tercero, una edición de las Partidas, disyuntivamente»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2522#;29/7/1797 0:00:00;Gijón;La Habana;Santiago González Arango;;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «A don Santiago González Arango, de La Habana, con copia de las órdenes».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2523#;30/7/1797 0:00:00;Gijón;Madrid;Marqués de Santa Cruz del Viso;;1797;"Perdida. La resume en el Diario, fecha citada: «Otra [carta] al marqués de Santa Cruz, preguntándole si se podrá colocar un alumno al lado de Su Alteza [el príncipe de Asturias]; le expongo las circunstancias de [Juan de] Arce [y Morís]; fuera acaso mejor [Julián Fernández] San Miguel [y Valledor], a no estar enfermo de las piernas»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2524#;30/7/1797 0:00:00;Gijón;Madrid;Conde de Revillagigedo;;1797;"Perdida. La resume en el Diario, fecha indicada: «Otra [carta] al conde de Revillagigedo, para que se destine al mismo Arce al estudio de las fundiciones con carbón de piedra, para emplearle en [la fábrica de municiones de] Trubia; esperaremos la resulta de esto antes de soltar la especie anterior»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2525#;31/7/1797 0:00:00;Madrid;Gijón;;Manuel Godoy;1797;Perdida. La extracta en el Diario, fecha citada: «Carta reservada del Príncipe de la Paz, que informe sobre varios puntos, sobre las causas del atraso de nuestras artes útiles y mejoras de estudios».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2526#;1/8/1797 0:00:00;Gijón;Madrid;Manuel Godoy;;1797;"Perdida. La extracta en el Diario, fecha citada: «Respuesta al Príncipe: que me prepararé al desempeño; que pues el nuevo encargo me saca de mi casa, no podré responder ni muy luego ni con mucha concisión; que lo haré hablando con la franqueza que corresponde a su confianza y a la importancia del objeto; que me complazco en verle tan de veras empeñado en el bien de la nación; que la instruya y la hará feliz»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2527#;2/8/1797 0:00:00;Gijón;;Luis Proust;;1797;"Perdida. Se refiere a ella en el Diario, fechas 30 de julio y 1 de agosto: «Borrador de carta a don Luis Proust, recomendándole a Alvargonzález» (30 de julio). «Se pone en limpio la carta a Proust; irá mañana» (1 de agosto)."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2529#;3/8/1797 0:00:00;;Gijón;;Abad de Obona;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «El abad de Obona devuelve la Oración [sobre la necesidad de unir el estudio de la literatura al de las ciencias] muy agradado de ella, y un sermón suyo».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2529#;5/8/1797 0:00:00;Gijón;Madrid;Juan de Lángara y Huarte;;1797;"Perdida. La extracta en el Diario, fecha indicada: «Borrador de respuesta a la reservada del ministro [de Marina]: que estoy pronto; que tengo otros encargos por Estado, que harán mal vista mi ausencia; que me ponga a cubierto; que aún me hallará aquí un correo. Al oficial, otra: indícole que esta comisión será costosa; que por ninguna tengo gratificación; que jamás la pediré, y que pues no hablaré más en esto, lo tenga presente y haga el uso que su razón le dictare»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2530#;5/8/1797 0:00:00;Gijón;Madrid;Martín Fernández de Navarrete;;1797;"Va el papel ofrecido; pero vuelva, porque ni hay otra copia, ni tiene la lima necesaria para correr por otras manos que las de la amistad."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2531#;5/8/1797 0:00:00;Gijón;Tarragona;Carlos González de Posada;;1797;Mi amado magistral: Sirvan por una larga respuesta las dos adjuntas copias, que darán a usted idea de que Asturias va a tener un camino de comunicación interior y de que el Instituto logra alta protección, y se la promete mayor. Pero todo esto me hará trabajar mucho y ser más escaso en mis contestaciones. Enhorabuena que prefiera usted los cam[af]eos a las monedas para beneficiar al Instituto, donde estarán tanto mejor, cuanto sus piedras pertenecen al estudio de la naturaleza y al gabinete mineralógico. Es una mentira lo del club de los jacobinos. Tengo carta del injuriado en ella, y sé cuán ajenos son sus sentimientos anteriores y actuales de semejante hecho. Con todo, no faltará aquí, ahí y en otras partes quien le tenga por auténtico. Voy a montar a caballo para Oviedo y no hay más tiempo que para prevenir a usted que pasen las copias al inquisidor barcelonés, y que soy suyo de todo corazón Gaspar.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2532#;5/8/1797 0:00:00;Gijón;Madrid;Conde de Revillagigedo;;1797;"Perdida. La resume en el Diario, fecha citada: «Envío a Revillagigedo el impreso anónimo sobre el desgraciado combate; digo que no se funde en Alemania con carbón de piedra»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2533#;7/8/1797 0:00:00;Madrid;Gijón;;Antonio Valdés y Bazán;1797;"Perdida. Alude a ella en el Diario, fecha citada: «Valdés escribe; está en el secreto de la nueva comisión y indica su objeto; harto será que no transpire, pues que anda entre tantos»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2534#;7/8/1797 0:00:00;;Gijón;;Antonio Noriega de Bada;1797;Perdida. Se refiere a ella en el Diario, fecha citada: «Noriega responde muy atento y ofrece ayudar».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2535#;8/8/1797 0:00:00;Oviedo;;Pedro Jacinto de Álava;;1797;Perdida. La resume en el Diario, fecha citada: «Carta a don Pedro Jacinto de Alava, pidiéndole luces para el desempeño de mi comisión caminera, en borrador».
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2536;16/8/1797 0:00:00;Gijón;Madrid;Juan de Lángara y Huarte;;1797;"Perdida. La extracta en el Diario, fecha indicada: «Al ministro de Marina, remitiendo una Representación de los profesores [Diego de] Cayón [y Presno] y Villamil, pidiendo grado o dos tercios de sueldo, apoyándola; otra reservada sobre excusar el reconocimiento de Jarrezuela a [Francisco] Campuzano; que todos serían excusados, pues sin ellos se podía formar dictamen; a entrambos, que aún tendré respuesta en León, pero sólo la esperaré a correo vuelto»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2537#;26/8/1797 0:00:00;;;;Antonio Noriega de Bada;1797;Perdida. La resume en el Diario, fecha citada: «De Noriega, sobre dinero a censo».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2538#;26/8/1797 0:00:00;;;;Francisco Campuzano;1797;Perdida. La resume en el Diario, fecha citada: «De Campuzano, que Casado pasará a Trubia a examinar el estado de la fundición de carbón».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2539#;26/8/1797 0:00:00;Gijón;;;Francisco de Paula Jovellanos;1797;"Perdida. La extracta en el Diario, fecha citada: «De Paula, que [Martín Fernández de] Navarrete anuncia buen despacho para los pilotos; que está muy contento de mi última Oración [sobre la necesidad de unir el estudio de la literatura al de las ciencias]»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2540#;26/9/1797 0:00:00;Santander;Oviedo;Fernando Casado de Torres;;1797;Perdida. La extracta en el Diario, fecha citada: «Con noticia de haber venido a la ciudad un criado de Casado, le puse dos letras, diciendo que, después de mil vueltas por las provincias, había dado aquí, de donde no me iría sin ver despacio aquellos establecimientos [de La Cavada]. Me detendré mañana, y pues me dicen que voy mejor desde allí [¿aquí?] a Carriedo, iré otro día a La Cavada y saldré a Torrelavega».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2541#;10/10/1797 0:00:00;León;;Antonio Heredia;;1797;Perdida. La resume en el Diario, fecha citada: «Carta a don Antonio Heredia, pidiéndole las Descripciones de Vierna y Cosío».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2542#;18/10/1797 0:00:00;Oviedo;Madrid;Manuel Godoy;;1797;"Mi venerado favorecedor: ¡Qué gracias no deberá un hombre oscurecido por la calumnia al generoso protector que con tan tierno cuidado ha reparado su opinión y su suerte! V.E. me ha dado de un golpe más de lo que faltaba a mi felicidad. ¿Podré yo, sin ser importuno, implorar todavía su protección para conservarla? V.E. no ignora que mi pobreza, mi edad, mis hábitos de vida y la misma oscuridad en que he pasado estos últimos siete años de ella me hacen casi incapaz de vivir en una corte extranjera. Suponiendo, pues, mi absoluta resignación de servir a S.M. hasta mi último aliento en cualquiera destino, y de complacer a V.E. en todo cuanto me mandare y quisiere ocuparme, ¿no podré yo pedirle que se digne de abatir su favor hasta mis humildes deseos? Yo estoy plantando aquí un establecimiento de educación cual V.E. desea, y que con su protección podrá servir de modelo a los muchos que necesita la nación para ilustrarse. Voy a emprender un camino que hará industriosas, comerciantes y ricas a todas las provincias del reino de León, y aun a aquella en que V.E. ha nacido. Acabo de abrir una correspondencia con V.E. sobre los medios de difundir la buena instrucción, y en ella diré a V.E. cuanto mi experiencia, mis estudios y observaciones me han enseñado; y en éstos y en otros objetos proporcionados a mi genio, a mis cortos talentos y aun a la índole de mi celo, puedo tal vez, si V.E. los protege, ser más útil que en cualquiera brillante destino. Piénselo, pues, V.E. mejor, y decida de mi felicidad y de mi suerte, contando siempre con mi resignación y ardiente deseo de complacerle. Sobre todo, dígnese V.E. de comunicarme sus órdenes y de recibir mi corazón en corta recompensa de la bondad con que me ha honrado y que me hará ser siempre su más reconocido y rendido servidor."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2543#;19/10/1797 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1797;"Perdida. La resume y la comenta en el Diario, fecha indicada: «Cabarrús me conjura a que vaya precipitadamente; sospecho que él haya influido en el nombramiento; si así no, seremos amigos; ha hecho mi desgracia, y pues me conoce, debe conocerlo»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2544#;24/10/1797 0:00:00;;;Martín Fernández de Navarrete;;1797;"Mi buen amigo: Acá para entre los dos, ¿ha visto usted mayor extravagancia que la de querer hacer de un pobre filósofo un embajador? Aún no acabo de meter esto en mi cabeza; si no me oyen, soy arruinado, asesinado. No sosiego. Usted conocerá cuánto pierdo en mi dulce vida, y, mal pecado, conocerá mejor cuán poco conviene a mi genio y carácter la que me preparan. No sosiego. Pero sea lo que fuere de mí, yo seré siempre su fino y tierno amigo J[ove] Ll[anos]."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2545#;24/10/1797 0:00:00;Candás;Gijón;;Villa de Candás;1797;"Muy señor nuestro: La inmediación de territorios hizo que en este suelo se difundiese el gozo universal que reina en Gijón con la agradable noticia de la elección que hizo el Soberano en la persona de V.E. para la legación al imperio de las Rusias. Tan justa y acertada distinción no pudo menos de causar en nosotros las mismas ideas, los propios sentimientos que al vecindario de ese pueblo, pues aun cuando a éste le cupo la suerte de darle cuna y poseerle por largo tiempo, a éste otro sólo Oviodonio  le separa, y es estrecho mojón para dejar V.E. de ser nuestro; y si a Gijón no podemos arrancar tal preferencia, nos queda el resto del Principado para envidiárnosla. Con motivo tan justificado nos unimos Justicia y Regimiento en las Casas Consistoriales, y hemos formado una acta decretando se diesen gracias al Supremo Autor del universo por el favor que nos dispensó en tal elección, y nombramos para dar el parabién a V.E. las personas del Juez primero Noble don Marcos Arenas y del Licenciado don Antonio Rodríguez Solís. Esperamos de V.E. tendrá a bien esta elección de diputados que nos representen, pues que en ellos juzgamos haber escogido el mérito y la inclinación a la prosperidad de V.E. Dios guarde a V.E. muchos años."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2546#;25/10/1797 0:00:00;Madrid;Gijón;;Manuel Godoy;1797;"Muy señor mío y de mi aprecio: Si usted no amase el bien, yo no me obstinaría en exigirle la admisión de un destino que no lisonjea su espíritu, y me conformaría adoptando la continuación de sus trabajos en ese país; pero la situación de Europa y la de nuestra patria tiran impetuosamente del seno del reposo a los hombres que pueden causar su prosperidad; usted sabe cuánto nos importa la amistad de la Rusia, y que, por desgracia, no hemos tenido un hombre que nos saque de la ordinaria relación entre las cortes; considere, pues, con cuánto interés llamará el bien público a su persona en aquel destino; pero yo, que amo los talentos y deseo consultarlos, no quisiera tampoco que se me separasen. ¿Habría, pues, otro medio para que usted sirviese más inmediatamente al bien común? Véalo usted, y si no halla o no quiere decirme otro que el de su comisión, trate de anularlo, pues de esta vez ha de salir usted de su retiro. Contésteme usted con la franqueza que ve en mí, y créame que mi ánimo no tiene otras ideas. Usted lo conocerá si me trata más, y sé que ocuparé en su opinión un lugar cual se debe a la amistad desinteresada y generosa. Quedo de usted afectísimo Paz. No contesto a la de oficio."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2547#;26/10/1797 0:00:00;Gijón;Candás;Villa de Candás;;1797;Muy señores míos: La noble, delicada y distinguida expresión con que V.S.S. me honran en su favorecida de 24 del corriente y la piadosa demostración con que se sirvieron celebrar mi nombramiento a la embajada de Rusia, me dejan íntimamente penetrado de consuelo y de gratitud. De consuelo, porque V.S.S. son los primeros y hasta [ah]ora los únicos a reconocer que la tierna inclinación con que miro los intereses del pueblo en que nací no ha podido menguar la que profeso y debo a los de todo el Principado, y señaladamente a esa antigua y muy ilustre villa, a cuyos ingeniosos naturales me unen tantos y tan estrechos vínculos de antiguo y amistoso trato. Y de gratitud, porque no hallando en mí méritos para tan señalado honor, debo reconocerle enteramente al solo impulso de su noble generosidad. Por esto y por haber V.S.S. nombrado para verificar tan estimable obsequio personas a quienes profeso muy particular estimación, doy a V.S.S. las más tiernas y expresivas gracias, asegurándoles que la natural propensión con que siempre he deseado el bien y la prosperidad de esa ilustre villa crecerá y se afirmará más y más con la estrecha obligación de promoverlos en que me ponen su generosidad y mi reconocimiento. Nuestro Señor guarde a V.S.S. muchos años. B. l. ms. de V.S.S. su más atento y apasionado servidor Gaspar de Jovellanos.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2548#;26/10/1797 0:00:00;Gijón;Tarragona;Carlos González de Posada;;1797;"Mi querido amigo: Con más gusto pensé yo escribir a usted de vuelta de mi largo viaje, emprendido el 19 de agosto, y acabado el 19 de octubre; pero el 15 en la noche me sorprendió en la Pola de Lena la noticia de mi nombramiento a la embajada de Rusia, en que está envuelto no menos que el sacrificio de toda mi felicidad, el abandono de mi casa, hermanos, amigos, alumnos, y todos mis dulces cuidados y esperanzas. Me lisonjeo que pierden ellos tanto como yo en tan larga ausencia, y aun esto con ser tanto, es menos que la desproporción que hay entre mi edad, mi pobreza, mis estudios y mi oscuridad, y el alto y difícil destino para que estoy nombrado. Así lo he hecho presente. Si no bastase, como temo, iré a Madrid, y veré si puedo hallar algún consuelo en la proporción de servir a mis amigos, entre los cuales tiene usted el distinguido lugar que corresponde a la estimación que hace de su mérito y a la ternura con que le ama su afectísimo paisano y amigo Gaspar. P. D. ¡Cuánto he debido a Candás! ¡Cuán expresiva enhorabuena me ha dado! No parece sino que usted se la dictó. Así lo mereciera el asunto."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2549#;30/10/1797 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1797;Vid. la nota 2 de la carta 1.112.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2550#;30/10/1797 0:00:00;Madrid;Gijón;;Juan José Arias de Saavedra;1797;Perdida. La resume en el Diario, fecha indicada: «Otra [carta] de Arias con plan de gastos, demostrativo de que no necesito empeñarme. Refiérese a los de su amigo Jara».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2551#;30/10/1797 0:00:00;Oviedo;Gijón;;Antonio de Heredia;1797;Muy señor mío y amigo de mi mayor estimación: A duras penas pude lograr me despachase Escosura el poder adjunto para que fuese por el portador. Advertirá usted faltan en dicho poder los testigos, y por lo mismo me previno Escosura se pusiesen las firmas del medio abajo del papel. El marqués de Vista Alegre me dijo había escrito a Noriega sobre solicitar voto en Cortes para este Principado, por haber oído alguna vez hablar de este asunto a Argandona, con cuyo motivo le dije haber visto entre los papeles del Principado de mi abuelo un Memorial, que después busqué y de que acompaño copia a la letra, del que se servirá usted de ver, y podrá instruirnos del medio más oportuno de entablar la pretensión y cualesquier otras razones que puedan conducir, pues Noriega ha contestado a Vista Alegre se le pasasen cuanto antes las instrucciones y que haría su pretensión inmediatamente, lo que considero podrá convenir sin pérdida de tiempo, pues que el favor le tenemos en grado alto. Sírvase usted de mandar en cuanto sea de su agrado a este su más afecto amigo y servidor q. s. m. b. Antonio de Heredia.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2552#;31/10/1797 0:00:00;Montevideo;Gijón;;Francisco Antonio de Luaces;1797;"Mi venerado paisano, dueño y señor: Ya se iba perdiendo la memoria de los correos marítimos en este puerto, pues desde la Alcudia, que fondeó el 24 de diciembre del año antecedente, no vimos otro que el Cortés, que entró felizmente el 4 de setiembre último. Por él he recibido las mil cédulas de rifa, que V.S. me cita en su estimada carta de 5 de abril, habiendo dirigido quinientas a don Francisco Antonio Valdepares, según V.S. me ordena, quedando en mi poder el resto, que procuro beneficiar por todos los medios posibles; pero sólo he podido despachar hasta el día ciento y ocho, a cuatro reales de plata fuerte cada una, porque los paisanos que hay en este país son en corto número, los más muchachos que están ganando el reducido sueldo de cinco a seis pesos al mes; solamente hay dos que tendrán de principal de seis a siete mil pesos , de manera que por mi tal cual respeto se han vendido los demás billetes que V.S. advertirá en el cuaderno, cuando las circunstancias del tiempo ofrezcan la favorable ocasión de remitirle, pues de caminar en la actual guerra, se expone aquél, el dinero que le acompañe, con las demás cédulas que se devolverán por no poder beneficiarse, sobre cuyo particular espero la resolución de V.S. para asegurar el acierto, pues hecha la paz pondré a disposición de don Antonio Díaz de Argüelles, sin descuento alguno, para que lo tenga a la de V.S., el producto líquido que hayan rendido dichas cédulas. Me he visto precisado a practicar por mí mismo cuantas diligencias se han podido escogitar para conseguir el fin, y las continuaré con la mayor eficacia, pues V.S. no se engaña de que tengo amor a ese pueblo; pero también es cierto de que conservo en mi corazón el singular cariño que siempre he profesado a V.S., sin que la ausencia de tantos años y distancia fuesen capaces de disminuirle, no por lo que V.S. ha hecho prosperar a Asturias, y sí por aquel amable carácter y demás distinguidas circunstancias que adornan a esa grande alma. Siga V.S. haciendo felices a los paisanos, que, como reconocidos, jamás podrán olvidar a su bienhechor, pues la escuela de primeras letras fundada por el difunto Santa Doradía, arreglada por V.S. y abierta el 7 de enero, hacía una notable falta, y sin duda saldrán de ahí excelentes pendolistas. Sólo resta que por mi parte tribute, a V.S., como agradecido, las más rendidas gracias, por los muchos beneficios que ha proporcionado a la patria. El Administrador de Correos de Santander me ha dirigido en el año de 95 tres ejemplares del Real Instituto, uno en pasta y dos a la rústica; también me remitió otro con sobrescrito para un Administrador de Correos del Reino del Perú, cuyo apellido era el de Acebal, que servirá a V.S. de gobierno, pues a mis manos no llegó el cajón que V.S. me avisa. Si en este hemisferio me considera V.S. útil, me resultará la singular satisfacción de obedecer con el mayor gusto los apreciables preceptos de V.S., suplicándole no me tenga ocioso, pues manifestaré con pruebas nada equívocas mis ansiosos deseos de complacer a V.S. Entretanto dispénseme V.S. la bondad de devolver las expresiones al señor don Francisco, mientras ruego a nuestro Señor prospere la vida de V.S. muchos años. [Francisco Antonio de Luaces]."
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2553;1/11/1797 0:00:00;Gjijón;Madrid;Juan José Arias de Saavedra;;1797;Perdida. Se refiere a ella en el Diario, fecha indicada: «A Arias, poniéndome todo en sus manos».
http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2554;1/11/1797 0:00:00;Gijón;Madrid;Manuel Godoy;;1797;Mi venerado, mi amado protector: ¿Diré a V.E. que vale más para mí su preciosa inestimable carta que todas las embajadas y todas las fortunas del mundo? ¡Ojalá pudiese yo grabar en ésta los tiernos sentimientos que ha excitado en mi corazón! ¿Y por ventura me deja ella otro arbitrio que el de arrojarme enteramente en los brazos de V.E.? Sí, mi amado Excelentísimo, hable V.E., y será obedecido. Si Petersburgo estuviese a doble distancia, si su clima fuese el de los polos, si en ellos me esperasen la aflicción y la muerte, nada me arredraría, tratándose de servir a mi patria y responder a la generosidad de V.E. Voy a arreglar los negocios que están a mi cuidado, a despachar un informe que V.E. sabe me está pedido por Marina, y si antes no se me previniese otra cosa, dispondré en todo el mes mi partida y iré a renovar ante V.E. los sentimientos de aprecio y gratitud que ha sabido inspirarme y, sobre todo, la oferta de una amistad eterna y constante, que es lo mejor que tengo, y con la cual seré siempre de V.E. el más rendido servidor y fiel amigo Jovellanos.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2555#;2/11/1797 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1797;"Perdida. La extracta en el Diario, fecha indicada: «Carta de Cabarrús, quejándose amargamente de mis reconvenciones y de que le haga autor de mi desgracia; pero lo es, en efecto, y sin embargo no puedo dudar de su ternura»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=2556#;2/11/1797 0:00:00;Madrid;Gijón;;Juan José Arias de Saavedra;1797;Perdida. La extracta en el Diario, fecha citada: «Mi buen papá, ensanchando cada vez más y más mi espíritu, así acerca de gastos como de desempeño».
